COD_MUN;Município;UF;Município - UF;Mês;2022
560;Campestre;AL;Campestre - AL;1;967.782,95
560;Campestre;AL;Campestre - AL;2;1.350.943,38
560;Campestre;AL;Campestre - AL;3;818.996,69
560;Campestre;AL;Campestre - AL;4;970.801,10
560;Campestre;AL;Campestre - AL;5;1.079.919,33
560;Campestre;AL;Campestre - AL;6;1.010.470,63
560;Campestre;AL;Campestre - AL;7;1.483.385,22
560;Campestre;AL;Campestre - AL;8;988.135,29
560;Campestre;AL;Campestre - AL;9;932.346,57
560;Campestre;AL;Campestre - AL;10;865.889,65
560;Campestre;AL;Campestre - AL;11;1.088.265,69
560;Campestre;AL;Campestre - AL;12;1.822.507,92
2727;Campo Alegre;AL;Campo Alegre - AL;1;3.548.537,41
2727;Campo Alegre;AL;Campo Alegre - AL;2;4.953.459,00
2727;Campo Alegre;AL;Campo Alegre - AL;3;3.002.987,85
2727;Campo Alegre;AL;Campo Alegre - AL;4;3.559.603,93
2727;Campo Alegre;AL;Campo Alegre - AL;5;3.959.704,14
2727;Campo Alegre;AL;Campo Alegre - AL;6;3.705.058,87
2727;Campo Alegre;AL;Campo Alegre - AL;7;5.439.079,08
2727;Campo Alegre;AL;Campo Alegre - AL;8;3.623.162,70
2727;Campo Alegre;AL;Campo Alegre - AL;9;3.418.604,08
2727;Campo Alegre;AL;Campo Alegre - AL;10;3.174.928,67
2727;Campo Alegre;AL;Campo Alegre - AL;11;3.990.307,42
2727;Campo Alegre;AL;Campo Alegre - AL;12;6.682.528,94
2729;Campo Grande;AL;Campo Grande - AL;1;967.782,95
2729;Campo Grande;AL;Campo Grande - AL;2;1.350.943,38
2729;Campo Grande;AL;Campo Grande - AL;3;818.996,69
2729;Campo Grande;AL;Campo Grande - AL;4;970.801,10
2729;Campo Grande;AL;Campo Grande - AL;5;1.079.919,33
2729;Campo Grande;AL;Campo Grande - AL;6;1.010.470,63
2729;Campo Grande;AL;Campo Grande - AL;7;1.483.385,22
2729;Campo Grande;AL;Campo Grande - AL;8;988.135,29
2729;Campo Grande;AL;Campo Grande - AL;9;932.346,57
2729;Campo Grande;AL;Campo Grande - AL;10;865.889,65
2729;Campo Grande;AL;Campo Grande - AL;11;1.088.265,69
2729;Campo Grande;AL;Campo Grande - AL;12;1.822.507,92
2731;Canapi;AL;Canapi - AL;1;1.935.565,87
2731;Canapi;AL;Canapi - AL;2;2.701.886,73
2731;Canapi;AL;Canapi - AL;3;1.637.993,39
2731;Canapi;AL;Canapi - AL;4;1.941.602,18
2731;Canapi;AL;Canapi - AL;5;2.159.838,66
2731;Canapi;AL;Canapi - AL;6;2.020.941,22
2731;Canapi;AL;Canapi - AL;7;2.966.770,41
2731;Canapi;AL;Canapi - AL;8;1.976.270,57
2731;Canapi;AL;Canapi - AL;9;1.864.693,15
2731;Canapi;AL;Canapi - AL;10;1.731.779,30
2731;Canapi;AL;Canapi - AL;11;2.176.531,33
2731;Canapi;AL;Canapi - AL;12;3.645.015,78
2733;Capela;AL;Capela - AL;1;1.935.565,87
2733;Capela;AL;Capela - AL;2;2.701.886,73
2733;Capela;AL;Capela - AL;3;1.637.993,39
2733;Capela;AL;Capela - AL;4;1.941.602,18
2733;Capela;AL;Capela - AL;5;2.159.838,66
2733;Capela;AL;Capela - AL;6;2.020.941,22
2733;Capela;AL;Capela - AL;7;2.966.770,41
2733;Capela;AL;Capela - AL;8;1.976.270,57
2733;Capela;AL;Capela - AL;9;1.864.693,15
2733;Capela;AL;Capela - AL;10;1.731.779,30
2733;Capela;AL;Capela - AL;11;2.176.531,33
2733;Capela;AL;Capela - AL;12;3.645.015,78
2735;Carneiros;AL;Carneiros - AL;1;967.782,95
2735;Carneiros;AL;Carneiros - AL;2;1.350.943,38
2735;Carneiros;AL;Carneiros - AL;3;818.996,69
2735;Carneiros;AL;Carneiros - AL;4;970.801,10
2735;Carneiros;AL;Carneiros - AL;5;1.079.919,33
2735;Carneiros;AL;Carneiros - AL;6;1.010.470,63
2735;Carneiros;AL;Carneiros - AL;7;1.483.385,22
2735;Carneiros;AL;Carneiros - AL;8;988.135,29
2735;Carneiros;AL;Carneiros - AL;9;932.346,57
2735;Carneiros;AL;Carneiros - AL;10;865.889,65
2735;Carneiros;AL;Carneiros - AL;11;1.088.265,69
2735;Carneiros;AL;Carneiros - AL;12;1.822.507,92
2737;Chã Preta;AL;Chã Preta - AL;1;967.782,95
2737;Chã Preta;AL;Chã Preta - AL;2;1.350.943,38
2737;Chã Preta;AL;Chã Preta - AL;3;818.996,69
2737;Chã Preta;AL;Chã Preta - AL;4;970.801,10
2737;Chã Preta;AL;Chã Preta - AL;5;1.079.919,33
2737;Chã Preta;AL;Chã Preta - AL;6;1.010.470,63
2737;Chã Preta;AL;Chã Preta - AL;7;1.483.385,22
2737;Chã Preta;AL;Chã Preta - AL;8;988.135,29
2737;Chã Preta;AL;Chã Preta - AL;9;932.346,57
2737;Chã Preta;AL;Chã Preta - AL;10;865.889,65
2737;Chã Preta;AL;Chã Preta - AL;11;1.088.265,69
2737;Chã Preta;AL;Chã Preta - AL;12;1.822.507,92
2739;Coité do Nóia;AL;Coité do Nóia - AL;1;1.290.377,25
2739;Coité do Nóia;AL;Coité do Nóia - AL;2;1.801.257,84
2739;Coité do Nóia;AL;Coité do Nóia - AL;3;1.091.995,59
2739;Coité do Nóia;AL;Coité do Nóia - AL;4;1.294.401,44
2739;Coité do Nóia;AL;Coité do Nóia - AL;5;1.439.892,43
2739;Coité do Nóia;AL;Coité do Nóia - AL;6;1.347.294,14
2739;Coité do Nóia;AL;Coité do Nóia - AL;7;1.977.846,95
2739;Coité do Nóia;AL;Coité do Nóia - AL;8;1.317.513,72
2739;Coité do Nóia;AL;Coité do Nóia - AL;9;1.243.128,77
2739;Coité do Nóia;AL;Coité do Nóia - AL;10;1.154.519,53
2739;Coité do Nóia;AL;Coité do Nóia - AL;11;1.451.020,90
2739;Coité do Nóia;AL;Coité do Nóia - AL;12;2.430.010,53
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;1;1.935.565,87
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;2;2.701.886,73
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;3;1.637.993,39
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;4;1.941.602,18
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;5;2.159.838,66
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;6;2.020.941,22
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;7;2.966.770,41
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;8;1.976.270,57
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;9;1.864.693,15
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;10;1.731.779,30
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;11;2.176.531,33
2741;Colônia Leopoldina;AL;Colônia Leopoldina - AL;12;3.645.015,78
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;1;967.782,95
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;2;1.350.943,38
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;3;818.996,69
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;4;970.801,10
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;5;1.079.919,33
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;6;1.010.470,63
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;7;1.483.385,22
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;8;988.135,29
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;9;932.346,57
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;10;865.889,65
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;11;1.088.265,69
2743;Coqueiro Seco;AL;Coqueiro Seco - AL;12;1.822.507,92
2745;Coruripe;AL;Coruripe - AL;1;3.548.537,41
2745;Coruripe;AL;Coruripe - AL;2;4.953.459,00
2745;Coruripe;AL;Coruripe - AL;3;3.002.987,85
2745;Coruripe;AL;Coruripe - AL;4;3.559.603,93
2745;Coruripe;AL;Coruripe - AL;5;3.959.704,14
2745;Coruripe;AL;Coruripe - AL;6;3.705.058,87
2745;Coruripe;AL;Coruripe - AL;7;5.439.079,08
2745;Coruripe;AL;Coruripe - AL;8;3.623.162,70
2745;Coruripe;AL;Coruripe - AL;9;3.418.604,08
2745;Coruripe;AL;Coruripe - AL;10;3.174.928,67
2745;Coruripe;AL;Coruripe - AL;11;3.990.307,42
2745;Coruripe;AL;Coruripe - AL;12;6.682.528,94
2889;Craíbas;AL;Craíbas - AL;1;2.258.160,17
2889;Craíbas;AL;Craíbas - AL;2;3.152.201,18
2889;Craíbas;AL;Craíbas - AL;3;1.910.992,27
2889;Craíbas;AL;Craíbas - AL;4;2.265.202,51
2889;Craíbas;AL;Craíbas - AL;5;2.519.811,74
2889;Craíbas;AL;Craíbas - AL;6;2.357.764,74
2889;Craíbas;AL;Craíbas - AL;7;3.461.232,14
2889;Craíbas;AL;Craíbas - AL;8;2.305.649,00
2889;Craíbas;AL;Craíbas - AL;9;2.175.475,34
2889;Craíbas;AL;Craíbas - AL;10;2.020.409,19
2889;Craíbas;AL;Craíbas - AL;11;2.539.286,54
2889;Craíbas;AL;Craíbas - AL;12;4.252.518,43
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;1;3.548.537,41
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;2;4.953.459,00
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;3;3.002.987,85
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;4;3.559.603,93
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;5;3.959.704,14
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;6;3.705.058,87
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;7;5.439.079,08
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;8;3.623.162,70
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;9;3.418.604,08
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;10;3.174.928,67
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;11;3.990.307,42
2747;Delmiro Gouveia;AL;Delmiro Gouveia - AL;12;6.682.528,94
2749;Dois Riachos;AL;Dois Riachos - AL;1;1.290.377,25
2749;Dois Riachos;AL;Dois Riachos - AL;2;1.801.257,84
2749;Dois Riachos;AL;Dois Riachos - AL;3;1.091.995,59
2749;Dois Riachos;AL;Dois Riachos - AL;4;1.294.401,44
2749;Dois Riachos;AL;Dois Riachos - AL;5;1.439.892,43
2749;Dois Riachos;AL;Dois Riachos - AL;6;1.347.294,14
2749;Dois Riachos;AL;Dois Riachos - AL;7;1.977.846,95
2749;Dois Riachos;AL;Dois Riachos - AL;8;1.317.513,72
2749;Dois Riachos;AL;Dois Riachos - AL;9;1.243.128,77
2749;Dois Riachos;AL;Dois Riachos - AL;10;1.154.519,53
2749;Dois Riachos;AL;Dois Riachos - AL;11;1.451.020,90
2749;Dois Riachos;AL;Dois Riachos - AL;12;2.430.010,53
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;1;1.935.565,87
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;2;2.701.886,73
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;3;1.637.993,39
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;4;1.941.602,18
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;5;2.159.838,66
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;6;2.020.941,22
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;7;2.966.770,41
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;8;1.976.270,57
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;9;1.864.693,15
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;10;1.731.779,30
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;11;2.176.531,33
2643;Estrela de Alagoas;AL;Estrela de Alagoas - AL;12;3.645.015,78
2751;Feira Grande;AL;Feira Grande - AL;1;1.935.565,87
2751;Feira Grande;AL;Feira Grande - AL;2;2.701.886,73
2751;Feira Grande;AL;Feira Grande - AL;3;1.637.993,39
2751;Feira Grande;AL;Feira Grande - AL;4;1.941.602,18
2751;Feira Grande;AL;Feira Grande - AL;5;2.159.838,66
2751;Feira Grande;AL;Feira Grande - AL;6;2.020.941,22
2751;Feira Grande;AL;Feira Grande - AL;7;2.966.770,41
2751;Feira Grande;AL;Feira Grande - AL;8;1.976.270,57
2751;Feira Grande;AL;Feira Grande - AL;9;1.864.693,15
2751;Feira Grande;AL;Feira Grande - AL;10;1.731.779,30
2751;Feira Grande;AL;Feira Grande - AL;11;2.176.531,33
2751;Feira Grande;AL;Feira Grande - AL;12;3.645.015,78
2753;Feliz Deserto;AL;Feliz Deserto - AL;1;967.782,95
2753;Feliz Deserto;AL;Feliz Deserto - AL;2;1.350.943,38
2753;Feliz Deserto;AL;Feliz Deserto - AL;3;818.996,69
2753;Feliz Deserto;AL;Feliz Deserto - AL;4;970.801,10
2753;Feliz Deserto;AL;Feliz Deserto - AL;5;1.079.919,33
2753;Feliz Deserto;AL;Feliz Deserto - AL;6;1.010.470,63
2753;Feliz Deserto;AL;Feliz Deserto - AL;7;1.483.385,22
2753;Feliz Deserto;AL;Feliz Deserto - AL;8;988.135,29
2753;Feliz Deserto;AL;Feliz Deserto - AL;9;932.346,57
2753;Feliz Deserto;AL;Feliz Deserto - AL;10;865.889,65
2753;Feliz Deserto;AL;Feliz Deserto - AL;11;1.088.265,69
2753;Feliz Deserto;AL;Feliz Deserto - AL;12;1.822.507,92
2755;Flexeiras;AL;Flexeiras - AL;1;1.290.377,25
2755;Flexeiras;AL;Flexeiras - AL;2;1.801.257,84
2755;Flexeiras;AL;Flexeiras - AL;3;1.091.995,59
2755;Flexeiras;AL;Flexeiras - AL;4;1.294.401,44
2755;Flexeiras;AL;Flexeiras - AL;5;1.439.892,43
2755;Flexeiras;AL;Flexeiras - AL;6;1.347.294,14
2755;Flexeiras;AL;Flexeiras - AL;7;1.977.846,95
2755;Flexeiras;AL;Flexeiras - AL;8;1.317.513,72
2755;Flexeiras;AL;Flexeiras - AL;9;1.243.128,77
2755;Flexeiras;AL;Flexeiras - AL;10;1.154.519,53
2755;Flexeiras;AL;Flexeiras - AL;11;1.451.020,90
2755;Flexeiras;AL;Flexeiras - AL;12;2.430.010,53
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;1;2.903.348,79
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;2;4.052.830,09
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;3;2.456.990,05
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;4;2.912.403,23
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;5;3.239.757,95
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;6;3.031.411,82
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;7;4.450.155,63
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;8;2.964.405,85
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;9;2.797.039,70
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;10;2.597.668,94
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;11;3.264.796,99
2757;Girau do Ponciano;AL;Girau do Ponciano - AL;12;5.467.523,67
2759;Ibateguara;AL;Ibateguara - AL;1;1.612.971,56
2759;Ibateguara;AL;Ibateguara - AL;2;2.251.572,27
2759;Ibateguara;AL;Ibateguara - AL;3;1.364.994,47
2759;Ibateguara;AL;Ibateguara - AL;4;1.618.001,81
2759;Ibateguara;AL;Ibateguara - AL;5;1.799.865,54
2759;Ibateguara;AL;Ibateguara - AL;6;1.684.117,69
2759;Ibateguara;AL;Ibateguara - AL;7;2.472.308,70
2759;Ibateguara;AL;Ibateguara - AL;8;1.646.892,14
2759;Ibateguara;AL;Ibateguara - AL;9;1.553.910,98
2759;Ibateguara;AL;Ibateguara - AL;10;1.443.149,42
2759;Ibateguara;AL;Ibateguara - AL;11;1.813.776,11
2759;Ibateguara;AL;Ibateguara - AL;12;3.037.513,17
2761;Igaci;AL;Igaci - AL;1;2.258.160,17
2761;Igaci;AL;Igaci - AL;2;3.152.201,18
2761;Igaci;AL;Igaci - AL;3;1.910.992,27
2761;Igaci;AL;Igaci - AL;4;2.265.202,51
2761;Igaci;AL;Igaci - AL;5;2.519.811,74
2761;Igaci;AL;Igaci - AL;6;2.357.764,74
2761;Igaci;AL;Igaci - AL;7;3.461.232,14
2761;Igaci;AL;Igaci - AL;8;2.305.649,00
2761;Igaci;AL;Igaci - AL;9;2.175.475,34
2761;Igaci;AL;Igaci - AL;10;2.020.409,19
2761;Igaci;AL;Igaci - AL;11;2.539.286,54
2761;Igaci;AL;Igaci - AL;12;4.252.518,43
2763;Igreja Nova;AL;Igreja Nova - AL;1;2.258.160,17
2763;Igreja Nova;AL;Igreja Nova - AL;2;3.152.201,18
2763;Igreja Nova;AL;Igreja Nova - AL;3;1.910.992,27
2763;Igreja Nova;AL;Igreja Nova - AL;4;2.265.202,51
2763;Igreja Nova;AL;Igreja Nova - AL;5;2.519.811,74
2763;Igreja Nova;AL;Igreja Nova - AL;6;2.357.764,74
2763;Igreja Nova;AL;Igreja Nova - AL;7;3.461.232,14
2763;Igreja Nova;AL;Igreja Nova - AL;8;2.305.649,00
2763;Igreja Nova;AL;Igreja Nova - AL;9;2.175.475,34
2763;Igreja Nova;AL;Igreja Nova - AL;10;2.020.409,19
2763;Igreja Nova;AL;Igreja Nova - AL;11;2.539.286,54
2763;Igreja Nova;AL;Igreja Nova - AL;12;4.252.518,43
2765;Inhapi;AL;Inhapi - AL;1;1.935.565,87
2765;Inhapi;AL;Inhapi - AL;2;2.701.886,73
2765;Inhapi;AL;Inhapi - AL;3;1.637.993,39
2765;Inhapi;AL;Inhapi - AL;4;1.941.602,18
2765;Inhapi;AL;Inhapi - AL;5;2.159.838,66
2765;Inhapi;AL;Inhapi - AL;6;2.020.941,22
2765;Inhapi;AL;Inhapi - AL;7;2.966.770,41
2765;Inhapi;AL;Inhapi - AL;8;1.976.270,57
2765;Inhapi;AL;Inhapi - AL;9;1.864.693,15
2765;Inhapi;AL;Inhapi - AL;10;1.731.779,30
2765;Inhapi;AL;Inhapi - AL;11;2.176.531,33
2765;Inhapi;AL;Inhapi - AL;12;3.645.015,78
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;1;967.782,95
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;2;1.350.943,38
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;3;818.996,69
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;4;970.801,10
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;5;1.079.919,33
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;6;1.010.470,63
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;7;1.483.385,22
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;8;988.135,29
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;9;932.346,57
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;10;865.889,65
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;11;1.088.265,69
2767;Jacaré dos Homens;AL;Jacaré dos Homens - AL;12;1.822.507,92
2769;Jacuípe;AL;Jacuípe - AL;1;967.782,95
2769;Jacuípe;AL;Jacuípe - AL;2;1.350.943,38
2769;Jacuípe;AL;Jacuípe - AL;3;818.996,69
2769;Jacuípe;AL;Jacuípe - AL;4;970.801,10
2769;Jacuípe;AL;Jacuípe - AL;5;1.079.919,33
2769;Jacuípe;AL;Jacuípe - AL;6;1.010.470,63
2769;Jacuípe;AL;Jacuípe - AL;7;1.483.385,22
2769;Jacuípe;AL;Jacuípe - AL;8;988.135,29
2769;Jacuípe;AL;Jacuípe - AL;9;932.346,57
2769;Jacuípe;AL;Jacuípe - AL;10;865.889,65
2769;Jacuípe;AL;Jacuípe - AL;11;1.088.265,69
2769;Jacuípe;AL;Jacuípe - AL;12;1.822.507,92
2771;Japaratinga;AL;Japaratinga - AL;1;967.782,95
2771;Japaratinga;AL;Japaratinga - AL;2;1.350.943,38
2771;Japaratinga;AL;Japaratinga - AL;3;818.996,69
2771;Japaratinga;AL;Japaratinga - AL;4;970.801,10
2771;Japaratinga;AL;Japaratinga - AL;5;1.079.919,33
2771;Japaratinga;AL;Japaratinga - AL;6;1.010.470,63
2771;Japaratinga;AL;Japaratinga - AL;7;1.483.385,22
2771;Japaratinga;AL;Japaratinga - AL;8;988.135,29
2771;Japaratinga;AL;Japaratinga - AL;9;932.346,57
2771;Japaratinga;AL;Japaratinga - AL;10;865.889,65
2771;Japaratinga;AL;Japaratinga - AL;11;1.088.265,69
2771;Japaratinga;AL;Japaratinga - AL;12;1.822.507,92
2773;Jaramataia;AL;Jaramataia - AL;1;967.782,95
2773;Jaramataia;AL;Jaramataia - AL;2;1.350.943,38
2773;Jaramataia;AL;Jaramataia - AL;3;818.996,69
2773;Jaramataia;AL;Jaramataia - AL;4;970.801,10
2773;Jaramataia;AL;Jaramataia - AL;5;1.079.919,33
2773;Jaramataia;AL;Jaramataia - AL;6;1.010.470,63
2773;Jaramataia;AL;Jaramataia - AL;7;1.483.385,22
2773;Jaramataia;AL;Jaramataia - AL;8;988.135,29
2773;Jaramataia;AL;Jaramataia - AL;9;932.346,57
2773;Jaramataia;AL;Jaramataia - AL;10;865.889,65
2773;Jaramataia;AL;Jaramataia - AL;11;1.088.265,69
2773;Jaramataia;AL;Jaramataia - AL;12;1.822.507,92
562;Jequiá da Praia;AL;Jequiá da Praia - AL;1;1.290.377,29
562;Jequiá da Praia;AL;Jequiá da Praia - AL;2;1.801.257,62
562;Jequiá da Praia;AL;Jequiá da Praia - AL;3;1.091.995,53
562;Jequiá da Praia;AL;Jequiá da Praia - AL;4;1.294.401,39
562;Jequiá da Praia;AL;Jequiá da Praia - AL;5;1.439.892,56
562;Jequiá da Praia;AL;Jequiá da Praia - AL;6;1.347.294,24
562;Jequiá da Praia;AL;Jequiá da Praia - AL;7;1.977.846,84
562;Jequiá da Praia;AL;Jequiá da Praia - AL;8;1.317.513,90
562;Jequiá da Praia;AL;Jequiá da Praia - AL;9;1.243.128,78
562;Jequiá da Praia;AL;Jequiá da Praia - AL;10;1.154.519,47
562;Jequiá da Praia;AL;Jequiá da Praia - AL;11;1.451.021,04
562;Jequiá da Praia;AL;Jequiá da Praia - AL;12;2.430.010,39
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;1;2.258.160,17
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;2;3.152.201,18
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;3;1.910.992,27
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;4;2.265.202,51
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;5;2.519.811,74
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;6;2.357.764,74
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;7;3.461.232,14
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;8;2.305.649,00
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;9;2.175.475,34
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;10;2.020.409,19
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;11;2.539.286,54
2775;Joaquim Gomes;AL;Joaquim Gomes - AL;12;4.252.518,43
2777;Jundiá;AL;Jundiá - AL;1;967.782,95
2777;Jundiá;AL;Jundiá - AL;2;1.350.943,38
2777;Jundiá;AL;Jundiá - AL;3;818.996,69
2777;Jundiá;AL;Jundiá - AL;4;970.801,10
2777;Jundiá;AL;Jundiá - AL;5;1.079.919,33
2777;Jundiá;AL;Jundiá - AL;6;1.010.470,63
2777;Jundiá;AL;Jundiá - AL;7;1.483.385,22
2777;Jundiá;AL;Jundiá - AL;8;988.135,29
2777;Jundiá;AL;Jundiá - AL;9;932.346,57
2777;Jundiá;AL;Jundiá - AL;10;865.889,65
2777;Jundiá;AL;Jundiá - AL;11;1.088.265,69
2777;Jundiá;AL;Jundiá - AL;12;1.822.507,92
2779;Junqueiro;AL;Junqueiro - AL;1;2.258.160,17
2779;Junqueiro;AL;Junqueiro - AL;2;3.152.201,18
2779;Junqueiro;AL;Junqueiro - AL;3;1.910.992,27
2779;Junqueiro;AL;Junqueiro - AL;4;2.265.202,51
2779;Junqueiro;AL;Junqueiro - AL;5;2.519.811,74
2779;Junqueiro;AL;Junqueiro - AL;6;2.357.764,74
2779;Junqueiro;AL;Junqueiro - AL;7;3.461.232,14
2779;Junqueiro;AL;Junqueiro - AL;8;2.305.649,00
2779;Junqueiro;AL;Junqueiro - AL;9;2.175.475,34
2779;Junqueiro;AL;Junqueiro - AL;10;2.020.409,19
2779;Junqueiro;AL;Junqueiro - AL;11;2.539.286,54
2779;Junqueiro;AL;Junqueiro - AL;12;4.252.518,43
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;1;1.935.565,87
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;2;2.701.886,73
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;3;1.637.993,39
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;4;1.941.602,18
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;5;2.159.838,66
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;6;2.020.941,22
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;7;2.966.770,41
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;8;1.976.270,57
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;9;1.864.693,15
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;10;1.731.779,30
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;11;2.176.531,33
2781;Lagoa da Canoa;AL;Lagoa da Canoa - AL;12;3.645.015,78
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;1;2.258.160,17
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;2;3.152.201,18
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;3;1.910.992,27
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;4;2.265.202,51
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;5;2.519.811,74
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;6;2.357.764,74
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;7;3.461.232,14
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;8;2.305.649,00
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;9;2.175.475,34
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;10;2.020.409,19
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;11;2.539.286,54
2783;Limoeiro de Anadia;AL;Limoeiro de Anadia - AL;12;4.252.518,43
2785;Maceió;AL;Maceió - AL;1;45.682.066,51
2785;Maceió;AL;Maceió - AL;2;63.768.312,80
2785;Maceió;AL;Maceió - AL;3;38.658.938,63
2785;Maceió;AL;Maceió - AL;4;45.824.531,43
2785;Maceió;AL;Maceió - AL;5;50.975.218,28
2785;Maceió;AL;Maceió - AL;6;47.697.044,38
2785;Maceió;AL;Maceió - AL;7;70.019.939,16
2785;Maceió;AL;Maceió - AL;8;46.642.754,61
2785;Maceió;AL;Maceió - AL;9;44.009.370,91
2785;Maceió;AL;Maceió - AL;10;40.872.417,82
2785;Maceió;AL;Maceió - AL;11;51.369.189,05
