,data_base,modalidade,porte,valor_deflacionado
4079,2017-12-01,Empréstimo com consignação em folha,Indisponível,107979.0891956559
4080,2017-12-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,39909440459.02131
4081,2017-12-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,41203879379.48606
4082,2017-12-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,30598638888.69829
4083,2017-12-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,53646087738.095146
4084,2017-12-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,63586486907.22201
4085,2017-12-01,Empréstimo com consignação em folha,Sem rendimento,5600923016.284649
4086,2017-12-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,12888090228.59636
4087,2017-12-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1313788913.2734632
4088,2017-12-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,11444300503.923248
4089,2017-12-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3404202827.10533
4090,2017-12-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,3641912754.029165
4091,2017-12-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7393695119.441082
4092,2017-12-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,13338769696.399157
4093,2017-12-01,Empréstimo sem consignação em folha,Sem rendimento,247168700.70877543
4094,2017-12-01,Habitacional,Acima de 20 salários mínimos,87868376233.46552
4095,2017-12-01,Habitacional,Até 1 salário mínimo,23479963934.087692
4096,2017-12-01,Habitacional,Mais de 10 a 20 salários mínimos,110436438304.70377
4097,2017-12-01,Habitacional,Mais de 1 a 2 salários mínimos,113345911136.87144
4098,2017-12-01,Habitacional,Mais de 2 a 3 salários mínimos,106846981859.55037
4099,2017-12-01,Habitacional,Mais de 3 a 5 salários mínimos,108646085142.77026
4100,2017-12-01,Habitacional,Mais de 5 a 10 salários mínimos,136577323646.99329
4101,2017-12-01,Habitacional,Sem rendimento,465240085.180658
4102,2017-12-01,Outros créditos,Acima de 20 salários mínimos,20198421325.522243
4103,2017-12-01,Outros créditos,Até 1 salário mínimo,1489093329.7250414
4104,2017-12-01,Outros créditos,Indisponível,0.0
4105,2017-12-01,Outros créditos,Mais de 10 a 20 salários mínimos,9285431350.292658
4106,2017-12-01,Outros créditos,Mais de 1 a 2 salários mínimos,4874252720.599654
4107,2017-12-01,Outros créditos,Mais de 2 a 3 salários mínimos,4192538102.7177415
4108,2017-12-01,Outros créditos,Mais de 3 a 5 salários mínimos,6897017952.844279
4109,2017-12-01,Outros créditos,Mais de 5 a 10 salários mínimos,10504892734.103182
4110,2017-12-01,Outros créditos,Sem rendimento,719339153.833924
4111,2017-12-01,Rural e agroindustrial,Acima de 20 salários mínimos,88145601543.30432
4112,2017-12-01,Rural e agroindustrial,Até 1 salário mínimo,2643326632.3721232
4113,2017-12-01,Rural e agroindustrial,Indisponível,76637752.33421196
4114,2017-12-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,22362859924.086506
4115,2017-12-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,5825001267.644174
4116,2017-12-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,5590934582.7018795
4117,2017-12-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,9897043339.205242
4118,2017-12-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,19719272488.17177
4119,2017-12-01,Rural e agroindustrial,Sem rendimento,2662052607.300479
4120,2017-12-01,Veículos,Acima de 20 salários mínimos,6774000875.398764
4121,2017-12-01,Veículos,Até 1 salário mínimo,4774915792.292824
4122,2017-12-01,Veículos,Indisponível,0.0
4123,2017-12-01,Veículos,Mais de 10 a 20 salários mínimos,11363431507.38527
4124,2017-12-01,Veículos,Mais de 1 a 2 salários mínimos,13647120764.242594
4125,2017-12-01,Veículos,Mais de 2 a 3 salários mínimos,16152664824.180761
4126,2017-12-01,Veículos,Mais de 3 a 5 salários mínimos,23381887228.22055
4127,2017-12-01,Veículos,Mais de 5 a 10 salários mínimos,22546684814.74054
4128,2017-12-01,Veículos,Sem rendimento,3811401109.3174176
4129,2018-01-01,Cartão de crédito,Acima de 20 salários mínimos,280788080.57765216
4130,2018-01-01,Cartão de crédito,Até 1 salário mínimo,220673320.2510572
4131,2018-01-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,441491600.79447407
4132,2018-01-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,609923945.579142
4133,2018-01-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,419843735.22661084
4134,2018-01-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,639693618.2365423
4135,2018-01-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,721550695.0405618
4136,2018-01-01,Cartão de crédito,Sem rendimento,60173583.18467092
4137,2018-01-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,17334127413.57303
4138,2018-01-01,Empréstimo com consignação em folha,Até 1 salário mínimo,32346707499.59496
4139,2018-01-01,Empréstimo com consignação em folha,Indisponível,68991.53127640618
4140,2018-01-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,38886135901.99283
4141,2018-01-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,41413345634.80676
4142,2018-01-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,30992857254.581738
4143,2018-01-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,54272365476.26022
4144,2018-01-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,63595419226.90143
4145,2018-01-01,Empréstimo com consignação em folha,Sem rendimento,5748612327.049615
4146,2018-01-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,12908053773.782307
4147,2018-01-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1332114002.2614496
4148,2018-01-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,11247204112.289347
4149,2018-01-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3525562828.442748
4150,2018-01-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,3667213697.668575
4151,2018-01-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7464127907.113524
4152,2018-01-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,13360282964.763765
4153,2018-01-01,Empréstimo sem consignação em folha,Sem rendimento,259303646.48052427
4154,2018-01-01,Habitacional,Acima de 20 salários mínimos,87090669424.28288
4155,2018-01-01,Habitacional,Até 1 salário mínimo,23130597191.905872
4156,2018-01-01,Habitacional,Mais de 10 a 20 salários mínimos,109426783657.26013
4157,2018-01-01,Habitacional,Mais de 1 a 2 salários mínimos,113663379487.91733
4158,2018-01-01,Habitacional,Mais de 2 a 3 salários mínimos,107076592219.55818
4159,2018-01-01,Habitacional,Mais de 3 a 5 salários mínimos,109688615828.41434
4160,2018-01-01,Habitacional,Mais de 5 a 10 salários mínimos,135934453159.1841
4161,2018-01-01,Habitacional,Sem rendimento,755833095.531311
4162,2018-01-01,Outros créditos,Acima de 20 salários mínimos,19957662192.88971
4163,2018-01-01,Outros créditos,Até 1 salário mínimo,1497137284.443388
4164,2018-01-01,Outros créditos,Indisponível,0.0
4165,2018-01-01,Outros créditos,Mais de 10 a 20 salários mínimos,9089784848.139456
4166,2018-01-01,Outros créditos,Mais de 1 a 2 salários mínimos,4855325167.734079
4167,2018-01-01,Outros créditos,Mais de 2 a 3 salários mínimos,4161604717.704059
4168,2018-01-01,Outros créditos,Mais de 3 a 5 salários mínimos,6932064209.122644
4169,2018-01-01,Outros créditos,Mais de 5 a 10 salários mínimos,10466373961.2313
4170,2018-01-01,Outros créditos,Sem rendimento,912823368.2602482
4171,2018-01-01,Rural e agroindustrial,Acima de 20 salários mínimos,87300628600.05215
4172,2018-01-01,Rural e agroindustrial,Até 1 salário mínimo,2701829447.989279
4173,2018-01-01,Rural e agroindustrial,Indisponível,71242249.0363481
4174,2018-01-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,22563536248.900436
4175,2018-01-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,5740972664.429015
4176,2018-01-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,5463925136.100817
4177,2018-01-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,9833527457.355078
4178,2018-01-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,19753811649.295338
4179,2018-01-01,Rural e agroindustrial,Sem rendimento,2952281585.803463
4180,2018-01-01,Veículos,Acima de 20 salários mínimos,6721038939.7990675
4181,2018-01-01,Veículos,Até 1 salário mínimo,4782140851.076021
4182,2018-01-01,Veículos,Indisponível,0.0
4183,2018-01-01,Veículos,Mais de 10 a 20 salários mínimos,11348977744.592274
4184,2018-01-01,Veículos,Mais de 1 a 2 salários mínimos,14132001854.624197
4185,2018-01-01,Veículos,Mais de 2 a 3 salários mínimos,16102845051.729193
4186,2018-01-01,Veículos,Mais de 3 a 5 salários mínimos,23824134105.58433
4187,2018-01-01,Veículos,Mais de 5 a 10 salários mínimos,22869002890.076485
4188,2018-01-01,Veículos,Sem rendimento,3951887350.1788416
4189,2018-02-01,Cartão de crédito,Acima de 20 salários mínimos,285309484.0402836
4190,2018-02-01,Cartão de crédito,Até 1 salário mínimo,217560671.39713258
4191,2018-02-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,448047912.71677136
4192,2018-02-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,598691277.2430991
4193,2018-02-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,419087694.16095906
4194,2018-02-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,644729594.4975805
4195,2018-02-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,727489831.1469433
4196,2018-02-01,Cartão de crédito,Sem rendimento,65148998.92626408
4197,2018-02-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,17420737080.77967
4198,2018-02-01,Empréstimo com consignação em folha,Até 1 salário mínimo,34433375542.72165
4199,2018-02-01,Empréstimo com consignação em folha,Indisponível,71483.10080556186
4200,2018-02-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,38948485792.51772
4201,2018-02-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,40205416101.28582
4202,2018-02-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,30881612092.42162
4203,2018-02-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,54874677871.32458
4204,2018-02-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,63526963952.78095
4205,2018-02-01,Empréstimo com consignação em folha,Sem rendimento,5738607816.874318
4206,2018-02-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,12598250017.28908
4207,2018-02-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1590164913.6521142
4208,2018-02-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,11238620534.548391
4209,2018-02-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3404033981.2285357
4210,2018-02-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,3664067450.9249716
4211,2018-02-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7614494217.121545
4212,2018-02-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,13264193227.186792
4213,2018-02-01,Empréstimo sem consignação em folha,Sem rendimento,268018414.5904687
4214,2018-02-01,Habitacional,Acima de 20 salários mínimos,87045393515.5706
4215,2018-02-01,Habitacional,Até 1 salário mínimo,23032847790.217606
4216,2018-02-01,Habitacional,Mais de 10 a 20 salários mínimos,109104186430.95067
4217,2018-02-01,Habitacional,Mais de 1 a 2 salários mínimos,115956443266.10014
4218,2018-02-01,Habitacional,Mais de 2 a 3 salários mínimos,106536073538.97292
4219,2018-02-01,Habitacional,Mais de 3 a 5 salários mínimos,109361552890.724
4220,2018-02-01,Habitacional,Mais de 5 a 10 salários mínimos,135262477395.25319
4221,2018-02-01,Habitacional,Sem rendimento,721873108.9444317
4222,2018-02-01,Outros créditos,Acima de 20 salários mínimos,20008999233.677017
4223,2018-02-01,Outros créditos,Até 1 salário mínimo,1524266903.6104083
4224,2018-02-01,Outros créditos,Indisponível,0.0
4225,2018-02-01,Outros créditos,Mais de 10 a 20 salários mínimos,9134385967.74143
4226,2018-02-01,Outros créditos,Mais de 1 a 2 salários mínimos,4768168799.019055
4227,2018-02-01,Outros créditos,Mais de 2 a 3 salários mínimos,4139454990.5426984
4228,2018-02-01,Outros créditos,Mais de 3 a 5 salários mínimos,6864360324.858276
4229,2018-02-01,Outros créditos,Mais de 5 a 10 salários mínimos,10399279283.453463
4230,2018-02-01,Outros créditos,Sem rendimento,897352950.2497339
4231,2018-02-01,Rural e agroindustrial,Acima de 20 salários mínimos,88576853263.02307
4232,2018-02-01,Rural e agroindustrial,Até 1 salário mínimo,2959595164.6830497
4233,2018-02-01,Rural e agroindustrial,Indisponível,67800123.79264317
4234,2018-02-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,22598806539.58392
4235,2018-02-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,5314159849.449878
4236,2018-02-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,5321377164.431675
4237,2018-02-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,9674479857.721695
4238,2018-02-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,19563140216.295643
4239,2018-02-01,Rural e agroindustrial,Sem rendimento,2186075677.3203187
4240,2018-02-01,Veículos,Acima de 20 salários mínimos,6762222906.775701
4241,2018-02-01,Veículos,Até 1 salário mínimo,4637990730.226461
4242,2018-02-01,Veículos,Indisponível,0.0
4243,2018-02-01,Veículos,Mais de 10 a 20 salários mínimos,11416379182.403824
4244,2018-02-01,Veículos,Mais de 1 a 2 salários mínimos,14123282831.927929
4245,2018-02-01,Veículos,Mais de 2 a 3 salários mínimos,16294964121.339748
4246,2018-02-01,Veículos,Mais de 3 a 5 salários mínimos,24090265708.343956
4247,2018-02-01,Veículos,Mais de 5 a 10 salários mínimos,23038569065.579674
4248,2018-02-01,Veículos,Sem rendimento,3990987205.9595137
4249,2018-03-01,Cartão de crédito,Acima de 20 salários mínimos,313454215.33132774
4250,2018-03-01,Cartão de crédito,Até 1 salário mínimo,223516948.82808334
4251,2018-03-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,468331357.42325795
4252,2018-03-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,602470328.653384
4253,2018-03-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,431073706.4049881
4254,2018-03-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,657229089.6044613
4255,2018-03-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,752933067.3764743
4256,2018-03-01,Cartão de crédito,Sem rendimento,60109573.44162587
4257,2018-03-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,17700807052.946342
4258,2018-03-01,Empréstimo com consignação em folha,Até 1 salário mínimo,34710922049.83056
4259,2018-03-01,Empréstimo com consignação em folha,Indisponível,40418.28593486304
4260,2018-03-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,39522527017.63356
4261,2018-03-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,40441279546.28124
4262,2018-03-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,31009289982.02665
4263,2018-03-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,55098320882.037834
4264,2018-03-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,63354931153.03528
4265,2018-03-01,Empréstimo com consignação em folha,Sem rendimento,5644184935.123097
4266,2018-03-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,12789145234.8733
4267,2018-03-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1573981254.7340138
4268,2018-03-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,11318063850.851217
4269,2018-03-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3374986255.392573
4270,2018-03-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,3662358655.957793
4271,2018-03-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7586038358.717347
4272,2018-03-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,13122251127.68822
4273,2018-03-01,Empréstimo sem consignação em folha,Sem rendimento,262413909.38026598
4274,2018-03-01,Habitacional,Acima de 20 salários mínimos,87081438182.75555
4275,2018-03-01,Habitacional,Até 1 salário mínimo,22905249638.742283
4276,2018-03-01,Habitacional,Mais de 10 a 20 salários mínimos,109356080280.4888
4277,2018-03-01,Habitacional,Mais de 1 a 2 salários mínimos,113591697467.95369
4278,2018-03-01,Habitacional,Mais de 2 a 3 salários mínimos,108020618693.916
4279,2018-03-01,Habitacional,Mais de 3 a 5 salários mínimos,110245546773.05128
4280,2018-03-01,Habitacional,Mais de 5 a 10 salários mínimos,135697922473.32993
4281,2018-03-01,Habitacional,Sem rendimento,765858594.3717586
4282,2018-03-01,Outros créditos,Acima de 20 salários mínimos,20461632592.97052
4283,2018-03-01,Outros créditos,Até 1 salário mínimo,1589170296.536438
4284,2018-03-01,Outros créditos,Mais de 10 a 20 salários mínimos,9136261625.740433
4285,2018-03-01,Outros créditos,Mais de 1 a 2 salários mínimos,4679126375.672237
4286,2018-03-01,Outros créditos,Mais de 2 a 3 salários mínimos,4108407216.816155
4287,2018-03-01,Outros créditos,Mais de 3 a 5 salários mínimos,6817419076.103509
4288,2018-03-01,Outros créditos,Mais de 5 a 10 salários mínimos,10375845210.955482
4289,2018-03-01,Outros créditos,Sem rendimento,1017911641.2550813
4290,2018-03-01,Rural e agroindustrial,Acima de 20 salários mínimos,91198914630.7714
4291,2018-03-01,Rural e agroindustrial,Até 1 salário mínimo,2932297341.180739
4292,2018-03-01,Rural e agroindustrial,Indisponível,64983320.92149115
4293,2018-03-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,22862095062.66499
4294,2018-03-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,5261407181.12544
4295,2018-03-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,5191802946.415024
4296,2018-03-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,9510258071.658428
4297,2018-03-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,19451791173.89503
4298,2018-03-01,Rural e agroindustrial,Sem rendimento,2227402703.75353
4299,2018-03-01,Veículos,Acima de 20 salários mínimos,6879791832.640545
4300,2018-03-01,Veículos,Até 1 salário mínimo,4517788478.471469
4301,2018-03-01,Veículos,Indisponível,0.0
4302,2018-03-01,Veículos,Mais de 10 a 20 salários mínimos,11609521473.581594
4303,2018-03-01,Veículos,Mais de 1 a 2 salários mínimos,14275446507.713411
4304,2018-03-01,Veículos,Mais de 2 a 3 salários mínimos,16596919985.978764
4305,2018-03-01,Veículos,Mais de 3 a 5 salários mínimos,24500081572.982674
4306,2018-03-01,Veículos,Mais de 5 a 10 salários mínimos,23406462392.86624
4307,2018-03-01,Veículos,Sem rendimento,3562140439.1790905
4308,2018-04-01,Cartão de crédito,Acima de 20 salários mínimos,321961328.7539602
4309,2018-04-01,Cartão de crédito,Até 1 salário mínimo,229142877.82053077
4310,2018-04-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,477694978.58704114
4311,2018-04-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,624835223.4753942
4312,2018-04-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,448432648.92732733
4313,2018-04-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,679070969.4325632
4314,2018-04-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,774872452.9573348
4315,2018-04-01,Cartão de crédito,Sem rendimento,60953437.29986156
4316,2018-04-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,17871082406.299088
4317,2018-04-01,Empréstimo com consignação em folha,Até 1 salário mínimo,34732847748.10111
4318,2018-04-01,Empréstimo com consignação em folha,Indisponível,24401.23782869954
4319,2018-04-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,40048652111.93309
4320,2018-04-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,40787670727.36508
4321,2018-04-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,31192169903.6984
4322,2018-04-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,55176180585.291306
4323,2018-04-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,63866829789.681946
4324,2018-04-01,Empréstimo com consignação em folha,Sem rendimento,5580242817.8117
4325,2018-04-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,12858452246.73298
4326,2018-04-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1572179284.1708832
4327,2018-04-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,11490244375.75096
4328,2018-04-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3411876693.8092837
4329,2018-04-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,3711578677.452202
4330,2018-04-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7566545034.543253
4331,2018-04-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,13254471997.594524
4332,2018-04-01,Empréstimo sem consignação em folha,Sem rendimento,254264728.17458063
4333,2018-04-01,Habitacional,Acima de 20 salários mínimos,87391552366.66904
4334,2018-04-01,Habitacional,Até 1 salário mínimo,22984711854.072334
4335,2018-04-01,Habitacional,Mais de 10 a 20 salários mínimos,109267207434.23587
4336,2018-04-01,Habitacional,Mais de 1 a 2 salários mínimos,114073045286.92293
4337,2018-04-01,Habitacional,Mais de 2 a 3 salários mínimos,108910265424.37201
4338,2018-04-01,Habitacional,Mais de 3 a 5 salários mínimos,110837135883.84467
4339,2018-04-01,Habitacional,Mais de 5 a 10 salários mínimos,135977816504.53139
4340,2018-04-01,Habitacional,Sem rendimento,757837191.9072806
4341,2018-04-01,Outros créditos,Acima de 20 salários mínimos,20858199511.950153
4342,2018-04-01,Outros créditos,Até 1 salário mínimo,1648902862.448182
4343,2018-04-01,Outros créditos,Mais de 10 a 20 salários mínimos,9267071206.498016
4344,2018-04-01,Outros créditos,Mais de 1 a 2 salários mínimos,4700506493.418085
4345,2018-04-01,Outros créditos,Mais de 2 a 3 salários mínimos,4077663590.018361
4346,2018-04-01,Outros créditos,Mais de 3 a 5 salários mínimos,6822254950.197529
4347,2018-04-01,Outros créditos,Mais de 5 a 10 salários mínimos,10498407100.495932
4348,2018-04-01,Outros créditos,Sem rendimento,1006872877.3172065
4349,2018-04-01,Rural e agroindustrial,Acima de 20 salários mínimos,94973596352.35886
4350,2018-04-01,Rural e agroindustrial,Até 1 salário mínimo,2892145061.322724
4351,2018-04-01,Rural e agroindustrial,Indisponível,60679680.731469795
4352,2018-04-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,23124986133.1734
4353,2018-04-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,5233216393.741913
4354,2018-04-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,5136126449.157477
4355,2018-04-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,9482830169.57791
4356,2018-04-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,19525458113.306046
4357,2018-04-01,Rural e agroindustrial,Sem rendimento,2261070480.3263493
4358,2018-04-01,Veículos,Acima de 20 salários mínimos,6987186576.472538
4359,2018-04-01,Veículos,Até 1 salário mínimo,4388262375.934515
4360,2018-04-01,Veículos,Indisponível,0.0
4361,2018-04-01,Veículos,Mais de 10 a 20 salários mínimos,11762277295.662271
4362,2018-04-01,Veículos,Mais de 1 a 2 salários mínimos,14364724613.274961
4363,2018-04-01,Veículos,Mais de 2 a 3 salários mínimos,16919102609.946085
4364,2018-04-01,Veículos,Mais de 3 a 5 salários mínimos,24984955851.876377
4365,2018-04-01,Veículos,Mais de 5 a 10 salários mínimos,23861686366.431557
4366,2018-04-01,Veículos,Sem rendimento,3709841823.765118
4367,2018-05-01,Cartão de crédito,Acima de 20 salários mínimos,293504867.89287007
4368,2018-05-01,Cartão de crédito,Até 1 salário mínimo,227353310.165293
4369,2018-05-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,454089372.3795059
4370,2018-05-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,683484957.3652601
4371,2018-05-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,460629837.6237028
4372,2018-05-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,677854640.154703
4373,2018-05-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,760896498.2166077
4374,2018-05-01,Cartão de crédito,Sem rendimento,60655959.77102994
4375,2018-05-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,18155905645.597378
4376,2018-05-01,Empréstimo com consignação em folha,Até 1 salário mínimo,34610106210.36612
4377,2018-05-01,Empréstimo com consignação em folha,Indisponível,7626.094661819002
4378,2018-05-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,40526495294.48232
4379,2018-05-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,41510166184.30043
4380,2018-05-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,31559570344.272354
4381,2018-05-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,55870871770.454956
4382,2018-05-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,65097606390.03117
4383,2018-05-01,Empréstimo com consignação em folha,Sem rendimento,5119592354.270351
4384,2018-05-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,13088776922.224424
4385,2018-05-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,1550028509.975763
4386,2018-05-01,Empréstimo sem consignação em folha,Indisponível,21230.76597504152
4387,2018-05-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,11560678561.472158
4388,2018-05-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3509052192.357712
4389,2018-05-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,3781606427.319231
4390,2018-05-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7630340771.696555
4391,2018-05-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,13513446994.23508
4392,2018-05-01,Empréstimo sem consignação em folha,Sem rendimento,264511133.83408266
4393,2018-05-01,Habitacional,Acima de 20 salários mínimos,87564841630.01578
4394,2018-05-01,Habitacional,Até 1 salário mínimo,22734379834.257717
4395,2018-05-01,Habitacional,Mais de 10 a 20 salários mínimos,109283692973.22495
4396,2018-05-01,Habitacional,Mais de 1 a 2 salários mínimos,114633240942.3563
4397,2018-05-01,Habitacional,Mais de 2 a 3 salários mínimos,110009374330.50932
4398,2018-05-01,Habitacional,Mais de 3 a 5 salários mínimos,111484149279.79655
4399,2018-05-01,Habitacional,Mais de 5 a 10 salários mínimos,136215923104.31476
4400,2018-05-01,Habitacional,Sem rendimento,897950267.4812471
4401,2018-05-01,Outros créditos,Acima de 20 salários mínimos,21266049534.507805
4402,2018-05-01,Outros créditos,Até 1 salário mínimo,1470244101.2597768
4403,2018-05-01,Outros créditos,Mais de 10 a 20 salários mínimos,9167531992.099684
4404,2018-05-01,Outros créditos,Mais de 1 a 2 salários mínimos,4724389197.7254925
4405,2018-05-01,Outros créditos,Mais de 2 a 3 salários mínimos,4044774355.2603674
4406,2018-05-01,Outros créditos,Mais de 3 a 5 salários mínimos,6733827598.134485
