,data_base,modalidade,porte,valor_deflacionado
1698,2014-09-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,359901163.9946291
1699,2014-09-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,492040587.1542527
1700,2014-09-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,685935543.5381625
1701,2014-09-01,Cartão de crédito,Sem rendimento,134519274.91846436
1702,2014-09-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,24716871725.43806
1703,2014-09-01,Empréstimo com consignação em folha,Até 1 salário mínimo,19958328483.967655
1704,2014-09-01,Empréstimo com consignação em folha,Indisponível,24355797.622378558
1705,2014-09-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,38736596564.10177
1706,2014-09-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,42924985593.736
1707,2014-09-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,28638297678.707085
1708,2014-09-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,44156461919.836296
1709,2014-09-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,60758668090.41464
1710,2014-09-01,Empréstimo com consignação em folha,Sem rendimento,6095946919.943949
1711,2014-09-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,14857533823.307547
1712,2014-09-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,2243543238.97323
1713,2014-09-01,Empréstimo sem consignação em folha,Indisponível,0.0
1714,2014-09-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,13007871632.165548
1715,2014-09-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3970987895.281334
1716,2014-09-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,4596923500.131243
1717,2014-09-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,8233591733.350363
1718,2014-09-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,14650939468.142603
1719,2014-09-01,Empréstimo sem consignação em folha,Sem rendimento,801393250.0085943
1720,2014-09-01,Habitacional,Acima de 20 salários mínimos,106952872102.6072
1721,2014-09-01,Habitacional,Até 1 salário mínimo,29843083496.068386
1722,2014-09-01,Habitacional,Indisponível,622693475.5685356
1723,2014-09-01,Habitacional,Mais de 10 a 20 salários mínimos,118989673824.75206
1724,2014-09-01,Habitacional,Mais de 1 a 2 salários mínimos,49926507747.317
1725,2014-09-01,Habitacional,Mais de 2 a 3 salários mínimos,81778323027.9152
1726,2014-09-01,Habitacional,Mais de 3 a 5 salários mínimos,84476909098.93393
1727,2014-09-01,Habitacional,Mais de 5 a 10 salários mínimos,119175209763.849
1728,2014-09-01,Habitacional,Sem rendimento,687408297.0476544
1729,2014-09-01,Outros créditos,Acima de 20 salários mínimos,19257306872.291286
1730,2014-09-01,Outros créditos,Até 1 salário mínimo,2851351885.878341
1731,2014-09-01,Outros créditos,Indisponível,9888682.412790744
1732,2014-09-01,Outros créditos,Mais de 10 a 20 salários mínimos,10042769223.759787
1733,2014-09-01,Outros créditos,Mais de 1 a 2 salários mínimos,4815301017.550312
1734,2014-09-01,Outros créditos,Mais de 2 a 3 salários mínimos,5354326942.062404
1735,2014-09-01,Outros créditos,Mais de 3 a 5 salários mínimos,6899845317.187826
1736,2014-09-01,Outros créditos,Mais de 5 a 10 salários mínimos,10758188820.641909
1737,2014-09-01,Outros créditos,Sem rendimento,713912358.8253042
1738,2014-09-01,Rural e agroindustrial,Acima de 20 salários mínimos,93775184703.37103
1739,2014-09-01,Rural e agroindustrial,Até 1 salário mínimo,4154903135.408122
1740,2014-09-01,Rural e agroindustrial,Indisponível,487889703.9177114
1741,2014-09-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,17578146497.903587
1742,2014-09-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,7044736592.423702
1743,2014-09-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7262733182.552257
1744,2014-09-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,11597785532.383736
1745,2014-09-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18249238717.664497
1746,2014-09-01,Rural e agroindustrial,Sem rendimento,3849077870.594788
1747,2014-09-01,Veículos,Acima de 20 salários mínimos,13092520120.801134
1748,2014-09-01,Veículos,Até 1 salário mínimo,6655986202.230948
1749,2014-09-01,Veículos,Indisponível,115810101.0178188
1750,2014-09-01,Veículos,Mais de 10 a 20 salários mínimos,17138678426.250797
1751,2014-09-01,Veículos,Mais de 1 a 2 salários mínimos,19567561167.26539
1752,2014-09-01,Veículos,Mais de 2 a 3 salários mínimos,20561678204.8298
1753,2014-09-01,Veículos,Mais de 3 a 5 salários mínimos,31132131942.163094
1754,2014-09-01,Veículos,Mais de 5 a 10 salários mínimos,31999447670.87182
1755,2014-09-01,Veículos,Sem rendimento,15758373332.010729
1756,2014-10-01,Cartão de crédito,Acima de 20 salários mínimos,335389445.45656407
1757,2014-10-01,Cartão de crédito,Até 1 salário mínimo,94634327.83410448
1758,2014-10-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,481171407.2289454
1759,2014-10-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,414276102.47582203
1760,2014-10-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,356478997.77222514
1761,2014-10-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,491630459.18208754
1762,2014-10-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,685182054.3927345
1763,2014-10-01,Cartão de crédito,Sem rendimento,131801698.50629999
1764,2014-10-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,25300977409.84279
1765,2014-10-01,Empréstimo com consignação em folha,Até 1 salário mínimo,20064070110.10781
1766,2014-10-01,Empréstimo com consignação em folha,Indisponível,22059728.45558032
1767,2014-10-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,39600109305.4989
1768,2014-10-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,43894105702.427246
1769,2014-10-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,29030463237.34769
1770,2014-10-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,44687935079.20376
1771,2014-10-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,62155441385.73019
1772,2014-10-01,Empréstimo com consignação em folha,Sem rendimento,6096837183.438146
1773,2014-10-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,15350866689.92126
1774,2014-10-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,2211713214.1375413
1775,2014-10-01,Empréstimo sem consignação em folha,Indisponível,0.0
1776,2014-10-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,12814485259.994991
1777,2014-10-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3960025880.3659344
1778,2014-10-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,4404501748.697621
1779,2014-10-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,8055838882.990997
1780,2014-10-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,14323867056.899872
1781,2014-10-01,Empréstimo sem consignação em folha,Sem rendimento,734724975.6594636
1782,2014-10-01,Habitacional,Acima de 20 salários mínimos,108332877452.33902
1783,2014-10-01,Habitacional,Até 1 salário mínimo,33250474447.7289
1784,2014-10-01,Habitacional,Indisponível,613189134.4675107
1785,2014-10-01,Habitacional,Mais de 10 a 20 salários mínimos,120325768442.95653
1786,2014-10-01,Habitacional,Mais de 1 a 2 salários mínimos,50828011366.61999
1787,2014-10-01,Habitacional,Mais de 2 a 3 salários mínimos,83401438384.32564
1788,2014-10-01,Habitacional,Mais de 3 a 5 salários mínimos,85392202084.0667
1789,2014-10-01,Habitacional,Mais de 5 a 10 salários mínimos,120450569991.097
1790,2014-10-01,Habitacional,Sem rendimento,620676773.6489644
1791,2014-10-01,Outros créditos,Acima de 20 salários mínimos,19800451870.642254
1792,2014-10-01,Outros créditos,Até 1 salário mínimo,3099932952.1191497
1793,2014-10-01,Outros créditos,Indisponível,9426453.62905984
1794,2014-10-01,Outros créditos,Mais de 10 a 20 salários mínimos,10242560269.643991
1795,2014-10-01,Outros créditos,Mais de 1 a 2 salários mínimos,5022795420.214903
1796,2014-10-01,Outros créditos,Mais de 2 a 3 salários mínimos,5620114252.618643
1797,2014-10-01,Outros créditos,Mais de 3 a 5 salários mínimos,7235455849.221597
1798,2014-10-01,Outros créditos,Mais de 5 a 10 salários mínimos,11148793798.707872
1799,2014-10-01,Outros créditos,Sem rendimento,738657331.7839514
1800,2014-10-01,Rural e agroindustrial,Acima de 20 salários mínimos,92170278328.72757
1801,2014-10-01,Rural e agroindustrial,Até 1 salário mínimo,4040106813.6369705
1802,2014-10-01,Rural e agroindustrial,Indisponível,469239550.94723
1803,2014-10-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,17896785612.56929
1804,2014-10-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6969364696.406844
1805,2014-10-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7254235621.864629
1806,2014-10-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,11642943827.84236
1807,2014-10-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18451163820.083508
1808,2014-10-01,Rural e agroindustrial,Sem rendimento,4207434765.0355706
1809,2014-10-01,Veículos,Acima de 20 salários mínimos,13050782789.151413
1810,2014-10-01,Veículos,Até 1 salário mínimo,6657720201.954301
1811,2014-10-01,Veículos,Indisponível,88446917.94341849
1812,2014-10-01,Veículos,Mais de 10 a 20 salários mínimos,17008201766.621866
1813,2014-10-01,Veículos,Mais de 1 a 2 salários mínimos,18855164880.833797
1814,2014-10-01,Veículos,Mais de 2 a 3 salários mínimos,20118482053.81931
1815,2014-10-01,Veículos,Mais de 3 a 5 salários mínimos,30880203703.346363
1816,2014-10-01,Veículos,Mais de 5 a 10 salários mínimos,31831732945.57997
1817,2014-10-01,Veículos,Sem rendimento,15891261072.43481
1818,2014-11-01,Cartão de crédito,Acima de 20 salários mínimos,343206449.29265624
1819,2014-11-01,Cartão de crédito,Até 1 salário mínimo,116558053.91013053
1820,2014-11-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,491901750.57411796
1821,2014-11-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,385915954.0845958
1822,2014-11-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,340578847.7096101
1823,2014-11-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,481787304.05322874
1824,2014-11-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,688170113.7360641
1825,2014-11-01,Cartão de crédito,Sem rendimento,131019391.23497722
1826,2014-11-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,25533332385.636806
1827,2014-11-01,Empréstimo com consignação em folha,Até 1 salário mínimo,20211207163.273003
1828,2014-11-01,Empréstimo com consignação em folha,Indisponível,20077120.455286227
1829,2014-11-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,39903794524.43381
1830,2014-11-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,46513666992.07315
1831,2014-11-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,28417039193.932884
1832,2014-11-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,43890505204.32639
1833,2014-11-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,62174502378.643936
1834,2014-11-01,Empréstimo com consignação em folha,Sem rendimento,6089231942.269353
1835,2014-11-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,15458430405.031122
1836,2014-11-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,2115272522.785222
1837,2014-11-01,Empréstimo sem consignação em folha,Indisponível,0.0
1838,2014-11-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,12692557691.329906
1839,2014-11-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3870499454.7813816
1840,2014-11-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,4499344505.875475
1841,2014-11-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7900359740.790843
1842,2014-11-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,14161240323.278774
1843,2014-11-01,Empréstimo sem consignação em folha,Sem rendimento,525788317.90475565
1844,2014-11-01,Habitacional,Acima de 20 salários mínimos,109856910325.06079
1845,2014-11-01,Habitacional,Até 1 salário mínimo,39280731089.55721
1846,2014-11-01,Habitacional,Indisponível,605001300.6134838
1847,2014-11-01,Habitacional,Mais de 10 a 20 salários mínimos,121291146615.04208
1848,2014-11-01,Habitacional,Mais de 1 a 2 salários mínimos,49020945662.06959
1849,2014-11-01,Habitacional,Mais de 2 a 3 salários mínimos,84538062692.80432
1850,2014-11-01,Habitacional,Mais de 3 a 5 salários mínimos,85679476310.08662
1851,2014-11-01,Habitacional,Mais de 5 a 10 salários mínimos,121374299365.16463
1852,2014-11-01,Habitacional,Sem rendimento,634942237.9030442
1853,2014-11-01,Outros créditos,Acima de 20 salários mínimos,20010911842.78975
1854,2014-11-01,Outros créditos,Até 1 salário mínimo,3351912949.4938335
1855,2014-11-01,Outros créditos,Indisponível,9016857.816282034
1856,2014-11-01,Outros créditos,Mais de 10 a 20 salários mínimos,10259188564.30271
1857,2014-11-01,Outros créditos,Mais de 1 a 2 salários mínimos,4779249281.096796
1858,2014-11-01,Outros créditos,Mais de 2 a 3 salários mínimos,5536578649.670015
1859,2014-11-01,Outros créditos,Mais de 3 a 5 salários mínimos,7196616095.623997
1860,2014-11-01,Outros créditos,Mais de 5 a 10 salários mínimos,11141290605.131674
1861,2014-11-01,Outros créditos,Sem rendimento,716343205.3243102
1862,2014-11-01,Rural e agroindustrial,Acima de 20 salários mínimos,92692553891.21541
1863,2014-11-01,Rural e agroindustrial,Até 1 salário mínimo,3858549936.4828334
1864,2014-11-01,Rural e agroindustrial,Indisponível,445666060.1114108
1865,2014-11-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,18216310072.96278
1866,2014-11-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6851741487.970944
1867,2014-11-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7254858419.732816
1868,2014-11-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,11685712579.806295
1869,2014-11-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18721660814.20864
1870,2014-11-01,Rural e agroindustrial,Sem rendimento,4468111668.217615
1871,2014-11-01,Veículos,Acima de 20 salários mínimos,12069762798.047348
1872,2014-11-01,Veículos,Até 1 salário mínimo,6851001628.998524
1873,2014-11-01,Veículos,Indisponível,65941302.19006047
1874,2014-11-01,Veículos,Mais de 10 a 20 salários mínimos,15073657381.287098
1875,2014-11-01,Veículos,Mais de 1 a 2 salários mínimos,36928272202.2134
1876,2014-11-01,Veículos,Mais de 2 a 3 salários mínimos,16999875513.478739
1877,2014-11-01,Veículos,Mais de 3 a 5 salários mínimos,22758338602.30788
1878,2014-11-01,Veículos,Mais de 5 a 10 salários mínimos,25861533438.326176
1879,2014-11-01,Veículos,Sem rendimento,16634590123.40012
1880,2014-12-01,Cartão de crédito,Acima de 20 salários mínimos,345095704.13026875
1881,2014-12-01,Cartão de crédito,Até 1 salário mínimo,115188068.26300763
1882,2014-12-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,493153801.71105236
1883,2014-12-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,376433004.52864414
1884,2014-12-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,343805027.37592876
1885,2014-12-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,491213912.9650936
1886,2014-12-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,693535506.7023416
1887,2014-12-01,Cartão de crédito,Sem rendimento,124909684.68716288
1888,2014-12-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,26257350000.447056
1889,2014-12-01,Empréstimo com consignação em folha,Até 1 salário mínimo,19825837605.73262
1890,2014-12-01,Empréstimo com consignação em folha,Indisponível,18027141.60173963
1891,2014-12-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,40575886485.985886
1892,2014-12-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,45324256884.16393
1893,2014-12-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,29088127580.781864
1894,2014-12-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,44451194714.57359
1895,2014-12-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,62873583524.559135
1896,2014-12-01,Empréstimo com consignação em folha,Sem rendimento,5991936089.680548
1897,2014-12-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,15677448098.91511
1898,2014-12-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,2015812500.4070075
1899,2014-12-01,Empréstimo sem consignação em folha,Indisponível,0.0
1900,2014-12-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,12766415082.412983
1901,2014-12-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3890681176.5868244
1902,2014-12-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,4441062685.040691
1903,2014-12-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7777607781.40234
1904,2014-12-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,14142614603.47058
1905,2014-12-01,Empréstimo sem consignação em folha,Sem rendimento,516138215.07189125
1906,2014-12-01,Habitacional,Acima de 20 salários mínimos,110726157381.47916
1907,2014-12-01,Habitacional,Até 1 salário mínimo,41021644228.700066
1908,2014-12-01,Habitacional,Indisponível,594650312.1664729
1909,2014-12-01,Habitacional,Mais de 10 a 20 salários mínimos,122231955764.64058
1910,2014-12-01,Habitacional,Mais de 1 a 2 salários mínimos,52595266176.36776
1911,2014-12-01,Habitacional,Mais de 2 a 3 salários mínimos,86011288558.00783
1912,2014-12-01,Habitacional,Mais de 3 a 5 salários mínimos,86474931121.37811
1913,2014-12-01,Habitacional,Mais de 5 a 10 salários mínimos,122423337303.6315
1914,2014-12-01,Habitacional,Sem rendimento,644874360.2402109
1915,2014-12-01,Outros créditos,Acima de 20 salários mínimos,20156366079.260025
1916,2014-12-01,Outros créditos,Até 1 salário mínimo,3241435355.8359594
1917,2014-12-01,Outros créditos,Indisponível,8580433.871702
1918,2014-12-01,Outros créditos,Mais de 10 a 20 salários mínimos,10265118845.166796
1919,2014-12-01,Outros créditos,Mais de 1 a 2 salários mínimos,4917868309.151162
1920,2014-12-01,Outros créditos,Mais de 2 a 3 salários mínimos,5480110336.165869
1921,2014-12-01,Outros créditos,Mais de 3 a 5 salários mínimos,7148352810.40791
1922,2014-12-01,Outros créditos,Mais de 5 a 10 salários mínimos,11128527689.66422
1923,2014-12-01,Outros créditos,Sem rendimento,682048780.9738046
1924,2014-12-01,Rural e agroindustrial,Acima de 20 salários mínimos,95160265524.07828
1925,2014-12-01,Rural e agroindustrial,Até 1 salário mínimo,3819118563.2027125
1926,2014-12-01,Rural e agroindustrial,Indisponível,426410696.03231823
1927,2014-12-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,18773193907.07979
1928,2014-12-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,6828149180.891049
1929,2014-12-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7321739451.465978
1930,2014-12-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,11785904930.478125
1931,2014-12-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,19039269713.42645
1932,2014-12-01,Rural e agroindustrial,Sem rendimento,4673494981.191804
1933,2014-12-01,Veículos,Acima de 20 salários mínimos,19026645242.892742
1934,2014-12-01,Veículos,Até 1 salário mínimo,6873745337.89013
1935,2014-12-01,Veículos,Indisponível,46303096.03654258
1936,2014-12-01,Veículos,Mais de 10 a 20 salários mínimos,16494422925.487032
1937,2014-12-01,Veículos,Mais de 1 a 2 salários mínimos,17015251250.371685
1938,2014-12-01,Veículos,Mais de 2 a 3 salários mínimos,18439206083.519398
1939,2014-12-01,Veículos,Mais de 3 a 5 salários mínimos,28733590554.910892
1940,2014-12-01,Veículos,Mais de 5 a 10 salários mínimos,30558974981.652683
1941,2014-12-01,Veículos,Sem rendimento,16345005097.034452
1942,2015-01-01,Cartão de crédito,Acima de 20 salários mínimos,321183866.43440926
1943,2015-01-01,Cartão de crédito,Até 1 salário mínimo,125611110.10273476
1944,2015-01-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,477317632.30379
1945,2015-01-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,392848488.7936181
1946,2015-01-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,332182224.6382494
1947,2015-01-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,484886289.77544665
1948,2015-01-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,681204928.2950047
1949,2015-01-01,Cartão de crédito,Sem rendimento,118717134.60826196
1950,2015-01-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,24745288361.560944
1951,2015-01-01,Empréstimo com consignação em folha,Até 1 salário mínimo,21733133138.660107
1952,2015-01-01,Empréstimo com consignação em folha,Indisponível,16434818.329915809
1953,2015-01-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,39096556605.24345
1954,2015-01-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,46132385745.67639
1955,2015-01-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,29188652522.768723
1956,2015-01-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,45944059831.45797
1957,2015-01-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,61705606130.281685
1958,2015-01-01,Empréstimo com consignação em folha,Sem rendimento,5912962710.023338
1959,2015-01-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,14636434644.70855
1960,2015-01-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,2320087935.419624
1961,2015-01-01,Empréstimo sem consignação em folha,Indisponível,0.0
1962,2015-01-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,12327795210.285261
1963,2015-01-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3906606369.8390975
1964,2015-01-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,4740621393.59262
1965,2015-01-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,8018666795.699654
1966,2015-01-01,Empréstimo sem consignação em folha,Mais de 5 a 10 salários mínimos,13919383854.959711
1967,2015-01-01,Empréstimo sem consignação em folha,Sem rendimento,668453897.9286578
1968,2015-01-01,Habitacional,Acima de 20 salários mínimos,107809387864.39734
1969,2015-01-01,Habitacional,Até 1 salário mínimo,45081671288.55835
1970,2015-01-01,Habitacional,Indisponível,584414572.2441089
1971,2015-01-01,Habitacional,Mais de 10 a 20 salários mínimos,122336623401.62268
1972,2015-01-01,Habitacional,Mais de 1 a 2 salários mínimos,54298528620.223495
1973,2015-01-01,Habitacional,Mais de 2 a 3 salários mínimos,87123241161.49341
1974,2015-01-01,Habitacional,Mais de 3 a 5 salários mínimos,86798187972.41689
1975,2015-01-01,Habitacional,Mais de 5 a 10 salários mínimos,124016587959.74701
1976,2015-01-01,Habitacional,Sem rendimento,1586960264.1595888
1977,2015-01-01,Outros créditos,Acima de 20 salários mínimos,19552101586.346462
1978,2015-01-01,Outros créditos,Até 1 salário mínimo,3388168455.4113708
1979,2015-01-01,Outros créditos,Indisponível,8070275.608202449
1980,2015-01-01,Outros créditos,Mais de 10 a 20 salários mínimos,10161655174.520544
1981,2015-01-01,Outros créditos,Mais de 1 a 2 salários mínimos,5067589276.245431
1982,2015-01-01,Outros créditos,Mais de 2 a 3 salários mínimos,5397713533.091073
1983,2015-01-01,Outros créditos,Mais de 3 a 5 salários mínimos,7167118423.093657
1984,2015-01-01,Outros créditos,Mais de 5 a 10 salários mínimos,11101827890.430199
1985,2015-01-01,Outros créditos,Sem rendimento,1100586610.523852
1986,2015-01-01,Rural e agroindustrial,Acima de 20 salários mínimos,92831491629.64764
1987,2015-01-01,Rural e agroindustrial,Até 1 salário mínimo,3990010326.350107
1988,2015-01-01,Rural e agroindustrial,Indisponível,408258960.85094106
1989,2015-01-01,Rural e agroindustrial,Mais de 10 a 20 salários mínimos,18711060291.8815
1990,2015-01-01,Rural e agroindustrial,Mais de 1 a 2 salários mínimos,7375680099.914071
1991,2015-01-01,Rural e agroindustrial,Mais de 2 a 3 salários mínimos,7659335248.600158
1992,2015-01-01,Rural e agroindustrial,Mais de 3 a 5 salários mínimos,12248440826.907402
1993,2015-01-01,Rural e agroindustrial,Mais de 5 a 10 salários mínimos,18958870816.847218
1994,2015-01-01,Rural e agroindustrial,Sem rendimento,4904913098.594445
1995,2015-01-01,Veículos,Acima de 20 salários mínimos,17957481956.27579
1996,2015-01-01,Veículos,Até 1 salário mínimo,7524012798.585675
1997,2015-01-01,Veículos,Indisponível,32975752.023060698
1998,2015-01-01,Veículos,Mais de 10 a 20 salários mínimos,15920180403.919395
1999,2015-01-01,Veículos,Mais de 1 a 2 salários mínimos,18088155415.6564
2000,2015-01-01,Veículos,Mais de 2 a 3 salários mínimos,18158195471.579025
2001,2015-01-01,Veículos,Mais de 3 a 5 salários mínimos,28311530995.23363
2002,2015-01-01,Veículos,Mais de 5 a 10 salários mínimos,30171141398.992386
2003,2015-01-01,Veículos,Sem rendimento,15311033234.547285
2004,2015-02-01,Cartão de crédito,Acima de 20 salários mínimos,327658484.6300694
2005,2015-02-01,Cartão de crédito,Até 1 salário mínimo,124553225.55856106
2006,2015-02-01,Cartão de crédito,Mais de 10 a 20 salários mínimos,487265903.62766016
2007,2015-02-01,Cartão de crédito,Mais de 1 a 2 salários mínimos,382859292.7504943
2008,2015-02-01,Cartão de crédito,Mais de 2 a 3 salários mínimos,314650608.60259664
2009,2015-02-01,Cartão de crédito,Mais de 3 a 5 salários mínimos,457612545.0333724
2010,2015-02-01,Cartão de crédito,Mais de 5 a 10 salários mínimos,674864722.1021472
2011,2015-02-01,Cartão de crédito,Sem rendimento,116532596.41744909
2012,2015-02-01,Empréstimo com consignação em folha,Acima de 20 salários mínimos,24592481768.08469
2013,2015-02-01,Empréstimo com consignação em folha,Até 1 salário mínimo,23553469522.770844
2014,2015-02-01,Empréstimo com consignação em folha,Indisponível,15341914.038609315
2015,2015-02-01,Empréstimo com consignação em folha,Mais de 10 a 20 salários mínimos,38955799267.307076
2016,2015-02-01,Empréstimo com consignação em folha,Mais de 1 a 2 salários mínimos,46144083873.962524
2017,2015-02-01,Empréstimo com consignação em folha,Mais de 2 a 3 salários mínimos,28823107822.235287
2018,2015-02-01,Empréstimo com consignação em folha,Mais de 3 a 5 salários mínimos,45242000435.913956
2019,2015-02-01,Empréstimo com consignação em folha,Mais de 5 a 10 salários mínimos,61178577418.17627
2020,2015-02-01,Empréstimo com consignação em folha,Sem rendimento,5923468970.651218
2021,2015-02-01,Empréstimo sem consignação em folha,Acima de 20 salários mínimos,14397914525.236113
2022,2015-02-01,Empréstimo sem consignação em folha,Até 1 salário mínimo,2582980484.510602
2023,2015-02-01,Empréstimo sem consignação em folha,Indisponível,0.0
2024,2015-02-01,Empréstimo sem consignação em folha,Mais de 10 a 20 salários mínimos,12195902796.393953
2025,2015-02-01,Empréstimo sem consignação em folha,Mais de 1 a 2 salários mínimos,3936690056.4762034
2026,2015-02-01,Empréstimo sem consignação em folha,Mais de 2 a 3 salários mínimos,4638450950.496445
2027,2015-02-01,Empréstimo sem consignação em folha,Mais de 3 a 5 salários mínimos,7882817335.582504
