,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,Regiao,class_int1,IPC1,IPC2,Area
3487,UNIVERSIDADE FEDERAL DO PIAUÍ,UNIVERSIDADE ESTADUAL DO PIAUI - UESPI,,UFPI,PI,Nordeste,A61L 15/40,A61L,15/40,Tecnologia médica
3488,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,,,UFSJ,MG,Sudeste,A61L 29/00,A61L,29/00,Tecnologia médica
3489,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,A23B 7/02,A23B,7/02,Química Alimentar
3490,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE DA INTEGRAÇÃO INTERNACIONAL DA LUSOFONIA AFRO-BRASILEIRA - UNILAB,,UFPE,PE,Nordeste,A61K 31/427,A61K,31/427,Produtos farmacêuticos
3491,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,C01F 1/00,C01F,1/00,"Materiais, metalurgia"
3492,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,A23C 9/123,A23C,9/123,Química Alimentar
3493,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES - URI,,UFOP,MG,Sudeste,C02F 1/62,C02F,1/62,Tecnologia Ambiental
3494,UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP,,,UNIFESP,SP,Sudeste,A61B 17/00,A61B,17/00,Tecnologia médica
3495,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,C12N 1/12,C12N,1/12,Biotecnologia
3496,VALE S.A.,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO ESPÍRITO SANTO - IFES,,,RJ,Sudeste,E01B 35/00,E01B,35/00,Engenharia Civil
3497,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,C12P 19/06,C12P,19/06,Biotecnologia
3498,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA,,,UFERSA,RN,Nordeste,A21C 3/02,A21C,3/02,Outras máquinas especiais
3499,UNIVERSIDADE FEDERAL DE SERGIPE,UNIVERSIDADE ESTADUAL DO MARINGÁ,,UFS,SE,Nordeste,A61K 31/58,A61K,31/58,Produtos farmacêuticos
3500,UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,MAURÍLIO CARVALHO DE SOUZA,,UFJF,MG,Sudeste,E01C 7/14,E01C,7/14,Engenharia Civil
3501,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,A61N 1/00,A61N,1/00,Tecnologia médica
3502,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,B01D 53/52,^B01D/53,53/52,
3503,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,UNIVERSIDAD DE LA FRONTERA - UFRO,,UFABC,SP,Sudeste,C05D 9/00,C05D,9/00,Química de materiais básicos
3504,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,UNIVERSITÉ DE RENNES 1,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - CNRS,UFABC,SP,Sudeste,C07C 6/02,C07C,6/02,Química fina orgânica
3505,UNIVERSIDADE FEDERAL DE GOIÁS,,,UFG,GO,Centro-Oeste,H01L 31/02,H01L,31/02,Semicondutores
3506,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A23L 27/00,A23L,27/00,Química Alimentar
3507,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,G01N 27/00,G01N,27/00,Medição
3508,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,A61K 39/245,A61K,39/245,Produtos farmacêuticos
3509,UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP,SOLABIA BIOTECNOLOGICA LTDA,"SHANGAI PECHOIN BIOTECH CO., LTD",UNIFESP,SP,Sudeste,A61K 8/99,A61K/8,8/99,Química fina orgânica
3510,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,,,UNIFESSPA,PA,Norte,G06Q 50/00,G06Q,50/00,Métodos de TI para gerenciamento
3511,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,,,UFR,MT,Centro-Oeste,G06V 10/20,G06V,10/20,Tecnologia computacional
3512,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A21D 13/045,A21D,13/045,Química Alimentar
3513,UNIVERSIDADE FEDERAL DE SANTA MARIA,,,UFSM,RS,Sul,B01J 35/00,B01J,35/00,Engenharia química
3514,LIGHT - SERVIÇOS DE ELETRICIDADE S/A,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - UFCG,,,RJ,Sudeste,G01R 27/20,G01R,27/20,Medição
3515,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,CENTRO DE EDUCAÇÃO FÍSICA ALMIRANTE ADALBERTO NUNES,,UFRJ,RJ,Sudeste,G01N 33/68,G01N/33,33/68,Análise de materiais biológicos
3516,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,C12G 1/022,C12G,1/022,Química Alimentar
3517,FUNDAÇÃO UNIVERSIDADE ESTADUAL DO CEARÁ - FUNECE,UNIVERSIDADE FEDERAL DO CEARÁ - UFC,,,CE,Nordeste,G01N 33/68,G01N/33,33/68,Análise de materiais biológicos
3518,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C12N 1/21,C12N,1/21,Biotecnologia
3519,UNIFEI - UNIVERSIDADE FEDERAL DE ITAJUBÁ,,,UNIFEI,MG,Sudeste,F23D 14/30,F23D,14/30,Processos e aparelhos térmicos
3520,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A61K 31/4985,A61K,31/4985,Produtos farmacêuticos
3521,UNIVERSIDADE FEDERAL DE SANTA MARIA,FUNDAÇÃO UNIVERSIDADE FEDERAL DE PELOTAS,,UFSM,RS,Sul,A61K 35/76,A61K,35/76,Produtos farmacêuticos
3522,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,C01B 32/182,C01B,32/182,"Materiais, metalurgia"
3523,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE DE PERNAMBUCO,UNIVERSIDADE DE ÉVORA,UFPE,PE,Nordeste,G01N 21/84,G01N,21/84,Medição
3524,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A61L 2/238,A61L,2/238,Tecnologia médica
3525,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,C01G 39/00,C01G,39/00,"Materiais, metalurgia"
3526,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA-UFU,,,RJ,Sudeste,E21B 17/10,E21B,17/10,Engenharia Civil
3527,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,C08L 23/04,C08L,23/04,"Química macromolecular, polímeros"
3528,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A21D 13/80,A21D,13/80,Química Alimentar
3529,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIVERSIDADE FEDERAL FLUMINENSE,,UFRJ,RJ,Sudeste,A01N 65/28,A01N,65/28,Química de materiais básicos
3530,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,IFCE,CE,Nordeste,C02F 3/10,C02F,3/10,Tecnologia Ambiental
3531,UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA,,,UTFPR,PR,Sul,A23L 5/43,A23L,5/43,Química Alimentar
3532,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,UFRPE,PE,Nordeste,A61K 36/48,A61K,36/48,Produtos farmacêuticos
3533,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,Sul,H01R 31/06,H01R,31/06,"Máquinas elétricas, aparelhos, energia"
3534,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,UFRPE,PE,Nordeste,A61K 36/61,A61K,36/61,Produtos farmacêuticos
3535,FUNDAÇÃO UNIVERSIDADE DE BRASILIA,,,UNB,DF,Centro-Oeste,E04B 1/19,E04B,1/19,Engenharia Civil
3536,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,G09B 23/28,G09B,23/28,Controle
3537,UNIVERSIDADE ESTADUAL DA PARAIBA,UNIVERSIDADE FEDERAL DA PARAIBA,,,PB,Nordeste,A61K 36/28,A61K,36/28,Produtos farmacêuticos
3538,UNIVERSIDADE FEDERAL DE OURO PRETO - UFOP,,,UFOP,MG,Sudeste,A61K 9/51,A61K,9/51,Produtos farmacêuticos
3539,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO,UFRPE,PE,Nordeste,A61K 36/185,A61K,36/185,Produtos farmacêuticos
3540,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARÁ,,,UNIFESSPA,PA,Norte,C04B 20/06,C04B,20/06,"Materiais, metalurgia"
3541,UNIVERSIDADE FEDERAL DO RIO GRANDE - FURG,,,FURG,RS,Sul,A23P 20/10,A23P,20/10,Outras máquinas especiais
3542,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSITAT JAUME I,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,UFSCAR,SP,Sudeste,C08L 51/06,C08L,51/06,"Química macromolecular, polímeros"
3543,UNIVERSIDADE FEDERAL FLUMINENSE,RAFAELLA TAKEHARA PASCHOALIN,,UFF,RJ,Sudeste,D01H 11/00,D01H,11/00,Máquinas têxteis e de papel
3544,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE ALAGOAS,,UFPE,PE,Nordeste,A01N 27/00,A01N,27/00,Química de materiais básicos
3545,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS - IFSULDEMINAS",HIGH-Z VALE INDÚSTRIA ELETRÔNICA LTDA.,,IFSULDEMINAS,MG,Sudeste,C12M 1/34,C12M,1/34,Biotecnologia
3546,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",UNIVERSIDADE FEDERAL DO CEARÁ,,IFCE,CE,Nordeste,B01J 20/24,B01J,20/24,Engenharia química
3547,UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA - UBEC,FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB,"UNIVERSITY OF BRITISH COLUMBIA, VANCOUVER, BC, CANADA",,DF,Centro-Oeste,A61K 6/50,A61K,6/50,Produtos farmacêuticos
3548,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS - IFAL",,,IFAL,AL,Nordeste,C04B 14/28,C04B,14/28,"Materiais, metalurgia"
3549,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A63B 22/18,A63B,22/18,"Móveis, jogos"
3550,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,B01J 19/24,B01J,19/24,Engenharia química
3551,UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,UNIVERSIDADE FEDERAL DE VIÇOSA,,,SP,Sudeste,G01J 3/10,G01J,3/10,Medição
3552,UNIVERSIDADE DE SÃO PAULO - USP,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO",,,SP,Sudeste,B29C 64/10,B29C,64/10,Outras máquinas especiais
3553,UNIVERSIDADE FEDERAL DO MARANHÃO,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ,,UFMA,MA,Nordeste,C22C 19/07,C22C,19/07,"Materiais, metalurgia"
3554,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,G09B 23/36,G09B,23/36,Controle
3555,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,G06Q 10/06,G06Q,10/06,Métodos de TI para gerenciamento
3556,UNIVERSIDADE FEDERAL DE ALAGOAS,UNCISAL ? UNIVERSDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS,,UFAL,AL,Nordeste,A61B 8/00,A61B,8/00,Tecnologia médica
3557,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,G16C 20/30,G16C,20/30,Tecnologia computacional
3558,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,PETRÓLEO BRASILEIRO S/A - PETROBRAS,,UFSCAR,SP,Sudeste,C08K 3/04,C08K,3/04,"Química macromolecular, polímeros"
3559,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 21/20,A23L,21/20,Química Alimentar
3560,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23B 7/02,A23B,7/02,Química Alimentar
3561,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61K 31/122,A61K,31/122,Produtos farmacêuticos
3562,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61K 31/655,A61K,31/655,Produtos farmacêuticos
3563,UNIVERSIDADE FEDERAL DA BAHIA,,,UFBA,BA,Nordeste,C12N 15/70,C12N,15/70,Biotecnologia
3564,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A61K 31/513,A61K,31/513,Produtos farmacêuticos
3565,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,B65G 69/28,B65G,69/28,Manuseio
3566,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,Nordeste,A01N 25/10,A01N,25/10,Química de materiais básicos
3567,UNIVERSIDADE FEDERAL DE ALAGOAS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS",,UFAL,AL,Nordeste,A61K 36/74,A61K,36/74,Produtos farmacêuticos
3568,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",PROCER AUTOMAÇÃO LTDA,,IFGOIANO,GO,Centro-Oeste,A01F 25/22,A01F,25/22,Outras máquinas especiais
3569,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C12N 15/85,C12N,15/85,Biotecnologia
3570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,,,UFRGS,RS,Sul,C25D 11/12,C25D,11/12,"Tecnologia de superfície, revestimento"
3571,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UNIVERSIDADE FEDERAL DA PARAÍBA,,UFPE,PE,Nordeste,C08J 5/18,C08J,5/18,Outras máquinas especiais
3572,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,UNIVERSIDADE DE PERNAMBUCO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFRPE,PE,Nordeste,A23N 5/00,A23N,5/00,Outras máquinas especiais
3573,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,C12Q 1/6886,C12Q,1/6886,Biotecnologia
3574,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,C12Q 1/6886,C12Q,1/6886,Biotecnologia
3575,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,C12Q 1/6886,C12Q,1/6886,Biotecnologia
3576,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,C12Q 1/6876,C12Q,1/6876,Biotecnologia
3577,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO - UNESP,,UFSCAR,SP,Sudeste,C07C 29/48,C07C,29/48,Química fina orgânica
3578,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A61L 17/00,A61L,17/00,Tecnologia médica
3579,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,ASSOCIAÇÃO PARANAENSE DE CULTURA - APC,,UFU,MG,Sudeste,B23B 27/10,B23B,27/10,Máquina operatriz
3580,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,,,UFSCAR,SP,Sudeste,B01D 39/16,B01D,39/16,Engenharia química
3581,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23G 9/42,A23G,9/42,Química Alimentar
3582,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,,,UNIPAMPA,RS,Sul,C12P 1/00,C12P,1/00,Biotecnologia
3583,UNIVERSIDADE FEDERAL DE VIÇOSA,,,UFV,MG,Sudeste,C11B 1/10,C11B,1/10,Química de materiais básicos
3584,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A01N 37/10,A01N,37/10,Química de materiais básicos
3585,UNIVERSIDADE FEDERAL DE VIÇOSA,"WESTROCK, CELULOSE, PAPEL E EMBALAGENS LTDA",,UFV,MG,Sudeste,D21C 3/00,D21C,3/00,Máquinas têxteis e de papel
3586,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,CENTRO TECNOLÓGICO DO EXÉRCITO,,UFRJ,RJ,Sudeste,A61K 31/225,A61K,31/225,Produtos farmacêuticos
3587,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C07J 9/00,C07J,9/00,Química fina orgânica
3588,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A21D 13/80,A21D,13/80,Química Alimentar
3589,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,,,UFRPE,PE,Nordeste,A21D 13/80,A21D,13/80,Química Alimentar
3590,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A01N 65/08,A01N,65/08,Química de materiais básicos
3591,UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,FUNDACAO UNIVERSIDADE DE BRASILIA,,UFMS,MS,Centro-Oeste,A61K 9/51,A61K,9/51,Produtos farmacêuticos
3592,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,Norte,A61K 31/191,A61K,31/191,Produtos farmacêuticos
3593,UNIVERSIDADE ESTADUAL DE MARINGÁ,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,PR,Sul,C09K 5/02,C09K,5/02,Química de materiais básicos
3594,UNIVERSIDADE FEDERAL DE ALAGOAS,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALGOAS,,UFAL,AL,Nordeste,A61N 1/06,A61N,1/06,Tecnologia médica
3595,INSTITUTO FEDERAL DO PARANÁ,,,IFPR,PR,Sul,B60N 2/24,B60N,2/24,Transporte
3596,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,,,UFR,MT,Centro-Oeste,G06T 7/90,G06T,7/90,Tecnologia computacional
3597,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A61C 17/22,A61C,17/22,Tecnologia médica
3598,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A23C 19/04,A23C,19/04,Química Alimentar
3599,PETRÓLEO BRASILEIRO S.A. - PETROBRAS,UNIVERSIDADE FEDERAL DE UBERLÂNDIA - UFU,,,RJ,Sudeste,H02K 5/26,H02K,5/26,"Máquinas elétricas, aparelhos, energia"
3600,UNIVERSIDADE FEDERAL DE PELOTAS,,,UFPEL,RS,Sul,C07D 471/04,C07D,471/04,Química fina orgânica
3601,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,C02F 1/00,C02F,1/00,Tecnologia Ambiental
3602,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,G01N 30/02,G01N,30/02,Medição
3603,UNIVERSIDADE FEDERAL DA PARAIBA,,,UFPB,PB,Nordeste,A61K 31/05,A61K,31/05,Produtos farmacêuticos
3604,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA,FUNDAÇÃO UNIVERSIDADE DE CAXIAS DO SUL,,UNIPAMPA,RS,Sul,A01N 63/10,A01N,63/10,Química de materiais básicos
3605,UNIVERSIDADE FEDERAL DE GOIÁS,,,UFG,GO,Centro-Oeste,C05G 3/00,C05G,3/00,Química de materiais básicos
3606,UNIVERSIDADE FEDERAL DO MARANHÃO,,,UFMA,MA,Nordeste,G01N 27/327,G01N,27/327,Medição
3607,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,,,CEFET-MG,MG,Sudeste,B01J 37/00,B01J,37/00,Engenharia química
3608,UNIVERSIDADE FEDERAL DE SANTA CATARINA,,,UFSC,SC,Sul,A61M 5/34,A61M,5/34,Tecnologia médica
3609,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,H03M 13/41,H03M,13/41,Processos básicos de comunicação
3610,UNIVERSIDADE FEDERAL DE MINAS GERAIS,VISIONTECH MEDICAL OPTICS LTDA,,UFMG,MG,Sudeste,A61F 2/16,A61F,2/16,Tecnologia médica
3611,UNIVERSIDADE FEDERAL DE SANTA CATARINA,COMPANHIA DE DESENVOLVIMENTO DE MINAS GERAIS ? CODEMGE,,UFSC,SC,Sul,F25B 21/00,F25B,21/00,Processos e aparelhos térmicos
3612,UNIVERSIDADE FEDERAL DE GOIÁS,,,UFG,GO,Centro-Oeste,A61K 31/216,A61K,31/216,Produtos farmacêuticos
3613,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,,,UFCG,PB,Nordeste,A23L 2/02,A23L,2/02,Química Alimentar
3614,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE - PB,ASSOCIACAO DOS/AS AGRICULTORES/E FAMILIARES DA SERRA DOS PAUS DOIAS,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA; INSTITUTO FEDERAL DO RIO GRANDE DO NORTE,UFCG,PB,Nordeste,C09B 61/00,C09B,61/00,Química de materiais básicos
3615,UNIVERSIDADE ESTADUAL DA PARAIBA,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,PB,Nordeste,C11D 7/00,C11D,7/00,Química de materiais básicos
3616,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,A61B 5/22,A61B,5/22,Tecnologia médica
3617,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UNIVERSIDADE FEDERAL DA PARAÍBA,,UFRN,RN,Nordeste,A61K 9/51,A61K,9/51,Produtos farmacêuticos
3618,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,UNIRIO,RJ,Sudeste,A23L 27/10,A23L,27/10,Química Alimentar
3619,UNIVERSIDADE FEDERAL DE SANTA MARIA,,,UFSM,RS,Sul,H02M 3/04,H02M,3/04,"Máquinas elétricas, aparelhos, energia"
3620,UNIVERSIDADE FEDERAL DE RONDONOPOLIS,,,UFR,MT,Centro-Oeste,D01G 9/12,D01G,9/12,Máquinas têxteis e de papel
3621,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,,,UFSJ,MG,Sudeste,A61G 5/06,A61G,5/06,Tecnologia médica
3622,UNIVERSIDADE FEDERAL DO MARANHÃO,UNIVERSIDADE FEDERAL DO PARÁ,,UFMA,MA,Nordeste,C07H 7/06,C07H,7/06,Química fina orgânica
3623,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,E01C 23/01,E01C,23/01,Engenharia Civil
3624,UNIVERSIDADE FEDERAL DE SERGIPE,,,UFS,SE,Nordeste,A61H 3/04,A61H,3/04,Tecnologia médica
3625,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A01N 35/02,A01N,35/02,Química de materiais básicos
3626,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",,,IFCE,CE,Nordeste,B01J 19/12,B01J,19/12,Engenharia química
3627,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,,,UFRN,RN,Nordeste,G01N 33/38,G01N/33,33/38,Análise de materiais biológicos
3628,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - UFERSA,,,UFERSA,RN,Nordeste,G16H 40/60,G16H,40/60,Tecnologia médica
3629,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,Sudeste,C07C 251/72,C07C,251/72,Química fina orgânica
3630,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,,,CEFET-MG,MG,Sudeste,B01J 37/02,B01J,37/02,Engenharia química
3631,UNIVERSIDADE FEDERAL DE ALAGOAS,,,UFAL,AL,Nordeste,A61B 5/00,A61B,5/00,Tecnologia médica
3632,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,Sul,A01K 13/00,A01K,13/00,Outras máquinas especiais
3633,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - IFBA",,,IFBA,BA,Nordeste,D02G 3/02,D02G,3/02,Máquinas têxteis e de papel
3634,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,,,UFSJ,MG,Sudeste,C12Q 1/6888,C12Q,1/6888,Biotecnologia
3635,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,A23L 23/00,A23L,23/00,Química Alimentar
3636,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,Nordeste,C08L 3/12,C08L,3/12,"Química macromolecular, polímeros"
3637,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE.,UNIVERSIDADE FEDERAL DE PERNAMBUCO - UFPE,,,PE,Nordeste,H04B 7/0426,H04B,7/0426,Telecomunicações
3638,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO DO SUL",FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,,IFMS,MS,Centro-Oeste,A01K 1/06,A01K,1/06,Outras máquinas especiais
3639,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS",,,IFSEMG,MG,Sudeste,A63B 21/00,A63B,21/00,"Móveis, jogos"
3640,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO PARÁ,,,IFPA,PA,Norte,C04B 18/24,C04B,18/24,"Materiais, metalurgia"
3641,UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UNIVERSIDADE ESTADUAL DE CAMPINAS,EDUARDO CASTELLO BRANCO DÓRIA,UFGD,MS,Centro-Oeste,A23L 3/40,A23L,3/40,Química Alimentar
