,Ano,UF,municipio,pib_pc,Ranking,QuintilRank,ipib_pc,classes,ibge_6
59093,2020,SP,Corumbataí,63796.71,303.0,décimo décimo,63796.71,60k-70k,351270
60954,2020,MT,Pedra Preta,63789.98,304.0,décimo décimo,63789.98,60k-70k,510637
60851,2020,MS,Ribas do Rio Pardo,63732.1,305.0,décimo décimo,63732.1,60k-70k,500710
59701,2020,PR,Entre Rios do Oeste,63704.75,306.0,décimo décimo,63704.75,60k-70k,410753
58973,2020,SP,Amparo,63521.24,307.0,décimo décimo,63521.24,60k-70k,350190
60600,2020,RS,Pejuçara,63431.9,308.0,décimo décimo,63431.9,60k-70k,431430
60071,2020,SC,Cunha Porã,63324.88,309.0,décimo décimo,63324.88,60k-70k,420470
60311,2020,RS,Arroio do Meio,63320.24,310.0,décimo décimo,63320.24,60k-70k,430100
60048,2020,SC,Capão Alto,63152.56,311.0,décimo décimo,63152.56,60k-70k,420325
60982,2020,MT,Santa Cruz do Xingu,63003.49,312.0,décimo décimo,63003.49,60k-70k,510774
59572,2020,SP,Ubarana,62839.13,313.0,décimo décimo,62839.13,60k-70k,355535
60829,2020,MS,Ivinhema,62836.73,314.0,décimo décimo,62836.73,60k-70k,500470
60458,2020,RS,Flores da Cunha,62741.96,315.0,décimo décimo,62741.96,60k-70k,430820
60110,2020,SC,Iomerê,62711.29,316.0,décimo décimo,62711.29,60k-70k,420757
60778,2020,RS,Vila Flores,62667.19,317.0,décimo décimo,62667.19,60k-70k,432330
56524,2020,PI,Ribeiro Gonçalves,62510.95,318.0,décimo décimo,62510.95,60k-70k,220890
60099,2020,SC,Guatambú,62476.41,319.0,décimo décimo,62476.41,60k-70k,420665
59150,2020,SP,Guaíra,62456.35,320.0,décimo décimo,62456.35,60k-70k,351740
60941,2020,MT,Nova Santa Helena,62388.44,321.0,décimo décimo,62388.44,60k-70k,510619
60805,2020,MS,Caarapó,62384.98,322.0,décimo décimo,62384.98,60k-70k,500240
60563,2020,RS,Nova Bassano,62209.22,323.0,décimo décimo,62209.22,60k-70k,431290
60933,2020,MT,Matupá,62076.56,324.0,décimo décimo,62076.56,60k-70k,510560
60345,2020,RS,Bozano,61904.69,325.0,décimo décimo,61904.69,60k-70k,430258
60268,2020,SC,Treviso,61845.38,326.0,décimo décimo,61845.38,60k-70k,421835
58959,2020,SP,Agudos,61799.1,327.0,décimo décimo,61799.1,60k-70k,350070
60152,2020,SC,Maravilha,61755.28,328.0,décimo décimo,61755.28,60k-70k,421050
60027,2020,SC,Barra Velha,61735.71,329.0,décimo décimo,61735.71,60k-70k,420210
59254,2020,SP,Lençóis Paulista,61713.72,330.0,décimo décimo,61713.72,60k-70k,352680
59214,2020,SP,Itapuí,61603.0,331.0,décimo décimo,61603.0,60k-70k,352290
60772,2020,RS,Veranópolis,61562.98,332.0,décimo décimo,61562.98,60k-70k,432280
60804,2020,MS,Brasilândia,61553.79,333.0,décimo décimo,61553.79,60k-70k,500230
60135,2020,SC,Lacerdópolis,61442.18,334.0,décimo décimo,61442.18,60k-70k,420920
60396,2020,RS,Chiapetta,61439.3,335.0,décimo décimo,61439.3,60k-70k,430540
58922,2020,RJ,Resende,61373.0,336.0,décimo décimo,61373.0,60k-70k,330420
59663,2020,PR,Carambeí,61284.85,337.0,décimo décimo,61284.85,60k-70k,410465
60423,2020,RS,Dois Irmãos das Missões,61118.71,338.0,décimo décimo,61118.71,60k-70k,430642
60119,2020,SC,Itá,61080.8,339.0,décimo décimo,61080.8,60k-70k,420800
58589,2020,MG,Sacramento,61065.89,340.0,décimo décimo,61065.89,60k-70k,315690
58043,2020,MG,Cambuí,61061.97,341.0,décimo décimo,61061.97,60k-70k,311060
60834,2020,MS,Juti,61001.0,342.0,décimo décimo,61001.0,60k-70k,500515
57834,2020,BA,Riachão das Neves,60969.85,343.0,décimo décimo,60969.85,60k-70k,292620
59886,2020,PR,Quatro Pontes,60917.54,344.0,décimo décimo,60917.54,60k-70k,412085
60132,2020,SC,Joinville,60890.86,345.0,décimo décimo,60890.86,60k-70k,420910
60199,2020,SC,Porto Belo,60832.87,346.0,décimo décimo,60832.87,60k-70k,421350
59827,2020,PR,Nova Cantu,60796.37,347.0,décimo décimo,60796.37,60k-70k,411680
59514,2020,SP,São Paulo,60750.09,348.0,décimo décimo,60750.09,60k-70k,355030
59136,2020,SP,Florínea,60749.72,349.0,décimo décimo,60749.72,60k-70k,351610
60912,2020,MT,General Carneiro,60678.01,350.0,décimo décimo,60678.01,60k-70k,510390
60017,2020,SC,Arvoredo,60663.53,351.0,décimo décimo,60663.53,60k-70k,420165
59619,2020,PR,Ariranha do Ivaí,60657.48,352.0,décimo décimo,60657.48,60k-70k,410185
59307,2020,SP,Monte Mor,60631.74,353.0,décimo décimo,60631.74,60k-70k,353180
59087,2020,SP,Colômbia,60584.94,354.0,décimo décimo,60584.94,60k-70k,351210
59792,2020,PR,Mamborê,60487.18,355.0,décimo décimo,60487.18,60k-70k,411400
61209,2020,GO,Santa Cruz de Goiás,60456.87,356.0,décimo décimo,60456.87,60k-70k,521920
58864,2020,RJ,Armação dos Búzios,60447.32,357.0,décimo décimo,60447.32,60k-70k,330023
58574,2020,MG,Rio Paranaíba,60336.12,358.0,décimo décimo,60336.12,60k-70k,315550
61012,2020,GO,Água Fria de Goiás,60314.6,359.0,décimo décimo,60314.6,60k-70k,520017
60628,2020,RS,Quevedos,60310.03,360.0,décimo décimo,60310.03,60k-70k,431532
58273,2020,MG,Ijaci,60274.43,361.0,décimo décimo,60274.43,60k-70k,313040
59680,2020,PR,Corbélia,60245.12,362.0,décimo décimo,60245.12,60k-70k,410630
58576,2020,MG,Rio Piracicaba,60207.35,363.0,décimo décimo,60207.35,60k-70k,315570
59854,2020,PR,Paula Freitas,60186.56,364.0,décimo décimo,60186.56,60k-70k,411860
58121,2020,MG,Conceição do Pará,60120.86,365.0,décimo décimo,60120.86,60k-70k,311760
59229,2020,SP,Jacareí,59957.57,366.0,décimo décimo,59957.57,50k-60k,352440
58865,2020,RJ,Arraial do Cabo,59910.14,367.0,décimo décimo,59910.14,50k-60k,330025
60951,2020,MT,Paranaíta,59899.95,368.0,décimo décimo,59899.95,50k-60k,510629
59202,2020,SP,Itajobi,59838.38,369.0,décimo décimo,59838.38,50k-60k,352190
59329,2020,SP,Nova Odessa,59835.06,370.0,décimo décimo,59835.06,50k-60k,353340
60463,2020,RS,Fortaleza dos Valos,59709.66,371.0,décimo décimo,59709.66,50k-60k,430845
60164,2020,SC,Navegantes,59445.85,372.0,décimo décimo,59445.85,50k-60k,421130
60549,2020,RS,Montenegro,59429.74,373.0,décimo décimo,59429.74,50k-60k,431240
60517,2020,RS,Júlio de Castilhos,59390.43,374.0,décimo décimo,59390.43,50k-60k,431120
60478,2020,RS,Guaíba,59309.03,375.0,décimo décimo,59309.03,50k-60k,430930
59817,2020,PR,Mirador,59251.11,376.0,décimo décimo,59251.11,50k-60k,411590
58478,2020,MG,Paracatu,59238.63,377.0,décimo décimo,59238.63,50k-60k,314700
60794,2020,MS,Antônio João,59161.79,378.0,décimo décimo,59161.79,50k-60k,500090
60406,2020,RS,Coqueiros do Sul,59144.04,379.0,décimo décimo,59144.04,50k-60k,430585
60490,2020,RS,Ibirubá,58951.67,380.0,décimo décimo,58951.67,50k-60k,431000
58000,2020,MG,Betim,58871.28,381.0,décimo décimo,58871.28,50k-60k,310670
60422,2020,RS,Dois Irmãos,58834.69,382.0,décimo décimo,58834.69,50k-60k,430640
59405,2020,SP,Porto Feliz,58738.35,383.0,décimo décimo,58738.35,50k-60k,354060
58896,2020,RJ,Macaé,58618.72,384.0,décimo décimo,58618.72,50k-60k,330240
61135,2020,GO,Jataí,58610.7,385.0,décimo décimo,58610.7,50k-60k,521190
58899,2020,RJ,Mangaratiba,58605.59,386.0,décimo décimo,58605.59,50k-60k,330260
56631,2020,CE,Eusébio,58604.18,387.0,décimo décimo,58604.18,50k-60k,230428
55853,2020,PA,Barcarena,58550.4,388.0,décimo décimo,58550.4,50k-60k,150130
59356,2020,SP,Parapuã,58484.77,389.0,décimo décimo,58484.77,50k-60k,353600
59219,2020,SP,Itatiba,58423.11,390.0,décimo décimo,58423.11,50k-60k,352340
60079,2020,SC,Ermo,58397.14,391.0,décimo décimo,58397.14,50k-60k,420519
59990,2020,PR,Verê,58220.58,392.0,décimo décimo,58220.58,50k-60k,412860
61204,2020,GO,Rio Quente,58072.57,393.0,décimo décimo,58072.57,50k-60k,521878
58317,2020,MG,Iturama,57923.01,394.0,décimo décimo,57923.01,50k-60k,313440
60780,2020,RS,Vila Maria,57828.94,395.0,décimo décimo,57828.94,50k-60k,432340
59755,2020,PR,Itapejara d'Oeste,57811.89,396.0,décimo décimo,57811.89,50k-60k,411120
58562,2020,MG,Ressaquinha,57778.14,397.0,décimo décimo,57778.14,50k-60k,315440
60255,2020,SC,Seara,57742.39,398.0,décimo décimo,57742.39,50k-60k,421750
60684,2020,RS,São José do Inhacorá,57734.59,399.0,décimo décimo,57734.59,50k-60k,431849
61232,2020,GO,Serranópolis,57681.62,400.0,décimo décimo,57681.62,50k-60k,522050
61160,2020,GO,Mozarlândia,57605.17,401.0,décimo décimo,57605.17,50k-60k,521400
59099,2020,SP,Cruzália,57572.26,402.0,décimo décimo,57572.26,50k-60k,351330
59496,2020,SP,São Bernardo do Campo,57566.99,403.0,décimo décimo,57566.99,50k-60k,354870
60383,2020,RS,Casca,57563.48,404.0,décimo décimo,57563.48,50k-60k,430490
61132,2020,GO,Ivolândia,57511.59,405.0,décimo décimo,57511.59,50k-60k,521160
58129,2020,MG,Conquista,57460.08,406.0,décimo décimo,57460.08,50k-60k,311820
59973,2020,PR,Tibagi,57452.86,407.0,décimo décimo,57452.86,50k-60k,412750
56090,2020,TO,Peixe,57408.76,408.0,décimo décimo,57408.76,50k-60k,171660
60880,2020,MT,Aripuanã,57387.0,409.0,décimo décimo,57387.0,50k-60k,510140
60555,2020,RS,Muçum,57374.31,410.0,décimo décimo,57374.31,50k-60k,431260
60779,2020,RS,Vila Lângaro,57219.93,411.0,décimo décimo,57219.93,50k-60k,432335
61198,2020,GO,Portelândia,57179.19,412.0,décimo décimo,57179.19,50k-60k,521810
60415,2020,RS,Cruz Alta,57068.79,413.0,décimo décimo,57068.79,50k-60k,430610
58025,2020,MG,Brumadinho,57064.24,414.0,décimo décimo,57064.24,50k-60k,310900
59801,2020,PR,Marialva,56859.39,415.0,décimo décimo,56859.39,50k-60k,411480
58875,2020,RJ,Comendador Levy Gasparian,56829.17,416.0,décimo décimo,56829.17,50k-60k,330095
57970,2020,MG,Arapuá,56790.19,417.0,décimo décimo,56790.19,50k-60k,310380
57972,2020,MG,Araxá,56776.64,418.0,décimo décimo,56776.64,50k-60k,310400
60868,2020,MT,Água Boa,56766.67,419.0,décimo décimo,56766.67,50k-60k,510020
59552,2020,SP,Taquarivaí,56672.12,420.0,décimo décimo,56672.12,50k-60k,355385
60248,2020,SC,São Ludgero,56583.77,421.0,décimo décimo,56583.77,50k-60k,421700
59343,2020,SP,Ouroeste,56559.54,422.0,décimo décimo,56559.54,50k-60k,353475
61097,2020,GO,Gameleira de Goiás,56540.47,423.0,décimo décimo,56540.47,50k-60k,520815
56112,2020,TO,Santa Rita do Tocantins,56535.71,424.0,décimo décimo,56535.71,50k-60k,171889
57590,2020,BA,Candeias,56275.86,425.0,décimo décimo,56275.86,50k-60k,290650
59554,2020,SP,Tarumã,56201.36,426.0,décimo décimo,56201.36,50k-60k,355395
58289,2020,MG,Itabira,56164.2,427.0,décimo décimo,56164.2,50k-60k,313170
59860,2020,PR,Piên,56101.06,428.0,décimo décimo,56101.06,50k-60k,411910
59806,2020,PR,Mariópolis,56090.84,429.0,décimo décimo,56090.84,50k-60k,411530
59056,2020,SP,Cajati,55946.93,430.0,décimo décimo,55946.93,50k-60k,350925
59160,2020,SP,Guaratinguetá,55935.11,431.0,décimo décimo,55935.11,50k-60k,351840
61105,2020,GO,Goiatuba,55866.46,432.0,décimo décimo,55866.46,50k-60k,520910
58582,2020,MG,Rodeiro,55863.92,433.0,décimo décimo,55863.92,50k-60k,315630
59908,2020,PR,Roncador,55833.58,434.0,décimo décimo,55833.58,50k-60k,412250
61053,2020,GO,Caçu,55809.47,435.0,décimo décimo,55809.47,50k-60k,520430
61133,2020,GO,Jandaia,55805.99,436.0,décimo décimo,55805.99,50k-60k,521170
58941,2020,RJ,Seropédica,55744.92,437.0,décimo décimo,55744.92,50k-60k,330555
60943,2020,MT,Nova Canaã do Norte,55695.47,438.0,décimo décimo,55695.47,50k-60k,510621
60627,2020,RS,Quatro Irmãos,55687.37,439.0,décimo décimo,55687.37,50k-60k,431531
56124,2020,TO,Sucupira,55677.68,440.0,décimo décimo,55677.68,50k-60k,172085
58031,2020,MG,Cabeceira Grande,55628.4,441.0,décimo décimo,55628.4,50k-60k,310945
60123,2020,SC,Itapiranga,55611.34,442.0,décimo décimo,55611.34,50k-60k,420840
61078,2020,GO,Cristalina,55561.44,443.0,décimo décimo,55561.44,50k-60k,520620
61218,2020,GO,Santo Antônio da Barra,55447.18,444.0,décimo décimo,55447.18,50k-60k,521971
60376,2020,RS,Capivari do Sul,55424.83,445.0,décimo décimo,55424.83,50k-60k,430467
59096,2020,SP,Cotia,55360.97,446.0,décimo décimo,55360.97,50k-60k,351300
60283,2020,SC,Videira,55351.47,447.0,décimo décimo,55351.47,50k-60k,421930
60473,2020,RS,Gramado,55322.94,448.0,décimo décimo,55322.94,50k-60k,430910
60991,2020,MT,Sinop,55310.53,449.0,décimo décimo,55310.53,50k-60k,510790
60261,2020,SC,Tangará,55252.2,450.0,décimo décimo,55252.2,50k-60k,421790
60522,2020,RS,Lajeado,55219.55,451.0,décimo décimo,55219.55,50k-60k,431140
58230,2020,MG,Fronteira,55202.89,452.0,décimo décimo,55202.89,50k-60k,312700
60129,2020,SC,Jaraguá do Sul,55108.89,453.0,décimo décimo,55108.89,50k-60k,420890
60622,2020,RS,Presidente Lucena,55013.46,454.0,décimo décimo,55013.46,50k-60k,431514
59776,2020,PR,Juranda,54991.35,455.0,décimo décimo,54991.35,50k-60k,411295
59444,2020,SP,Rio Claro,54960.37,456.0,décimo décimo,54960.37,50k-60k,354390
60438,2020,RS,Erechim,54953.36,457.0,décimo décimo,54953.36,50k-60k,430700
59689,2020,PR,Cruzmaltina,54952.45,458.0,décimo décimo,54952.45,50k-60k,410685
59210,2020,SP,Itapira,54933.39,459.0,décimo décimo,54933.39,50k-60k,352260
60909,2020,MT,Feliz Natal,54905.23,460.0,décimo décimo,54905.23,50k-60k,510370
59077,2020,SP,Castilho,54893.77,461.0,décimo décimo,54893.77,50k-60k,351100
58543,2020,MG,Pouso Alto,54800.62,462.0,décimo décimo,54800.62,50k-60k,315260
59103,2020,SP,Descalvado,54789.02,463.0,décimo décimo,54789.02,50k-60k,351370
60403,2020,RS,Condor,54742.31,464.0,décimo décimo,54742.31,50k-60k,430570
59959,2020,PR,Serranópolis do Iguaçu,54728.92,465.0,décimo décimo,54728.92,50k-60k,412635
59811,2020,PR,Matelândia,54720.4,466.0,décimo décimo,54720.4,50k-60k,411560
60720,2020,RS,Sertão,54689.86,467.0,décimo décimo,54689.86,50k-60k,432050
60562,2020,RS,Nova Araçá,54639.45,468.0,décimo décimo,54639.45,50k-60k,431280
60997,2020,MT,Tesouro,54626.66,469.0,décimo décimo,54626.66,50k-60k,510810
60058,2020,SC,Caxambu do Sul,54574.66,470.0,décimo décimo,54574.66,50k-60k,420410
60185,2020,SC,Pedras Grandes,54543.18,471.0,décimo décimo,54543.18,50k-60k,421240
59935,2020,PR,São Carlos do Ivaí,54512.76,472.0,décimo décimo,54512.76,50k-60k,412460
60980,2020,MT,Rondonópolis,54439.68,473.0,décimo décimo,54439.68,50k-60k,510760
60434,2020,RS,Engenho Velho,54390.69,474.0,décimo décimo,54390.69,50k-60k,430692
59774,2020,PR,Joaquim Távora,54389.11,475.0,décimo décimo,54389.11,50k-60k,411280
60499,2020,RS,Ipiranga do Sul,54387.84,476.0,décimo décimo,54387.84,50k-60k,431046
59624,2020,PR,Balsa Nova,54374.33,477.0,décimo décimo,54374.33,50k-60k,410230
60340,2020,RS,Bom Princípio,54359.06,478.0,décimo décimo,54359.06,50k-60k,430235
60081,2020,SC,Faxinal dos Guedes,54350.88,479.0,décimo décimo,54350.88,50k-60k,420530
60402,2020,RS,Colorado,54287.2,480.0,décimo décimo,54287.2,50k-60k,430560
61154,2020,GO,Montes Claros de Goiás,54269.06,481.0,décimo décimo,54269.06,50k-60k,521370
59961,2020,PR,Sertanópolis,54147.38,482.0,décimo décimo,54147.38,50k-60k,412650
57385,2020,AL,Marechal Deodoro,54137.07,483.0,décimo décimo,54137.07,50k-60k,270470
59889,2020,PR,Quinta do Sol,54095.46,484.0,décimo décimo,54095.46,50k-60k,412110
60574,2020,RS,Nova Roma do Sul,54073.53,485.0,décimo décimo,54073.53,50k-60k,431335
56010,2020,TO,Arapoema,54054.62,486.0,décimo décimo,54054.62,50k-60k,170230
58127,2020,MG,Congonhas,54043.71,487.0,décimo décimo,54043.71,50k-60k,311800
60908,2020,MT,Dom Aquino,53979.93,488.0,décimo décimo,53979.93,50k-60k,510360
59095,2020,SP,Cosmorama,53928.42,489.0,décimo décimo,53928.42,50k-60k,351290
59159,2020,SP,Guararema,53918.66,490.0,décimo décimo,53918.66,50k-60k,351830
59060,2020,SP,Campinas,53896.97,491.0,décimo décimo,53896.97,50k-60k,350950
59879,2020,PR,Pranchita,53888.24,492.0,décimo décimo,53888.24,50k-60k,412035
59297,2020,SP,Mogi Mirim,53862.97,493.0,décimo décimo,53862.97,50k-60k,353080
60002,2020,SC,Águas Frias,53851.29,494.0,décimo décimo,53851.29,50k-60k,420055
58752,2020,MG,Uberlândia,53828.78,495.0,décimo décimo,53828.78,50k-60k,317020
60124,2020,SC,Itapoá,53821.06,496.0,décimo décimo,53821.06,50k-60k,420845
60695,2020,RS,São Miguel das Missões,53818.51,497.0,décimo décimo,53818.51,50k-60k,431915
59283,2020,SP,Mendonça,53713.75,498.0,décimo décimo,53713.75,50k-60k,352950
59509,2020,SP,São José dos Campos,53646.74,499.0,décimo décimo,53646.74,50k-60k,354990
61197,2020,GO,Porteirão,53594.04,500.0,décimo décimo,53594.04,50k-60k,521805
60935,2020,MT,Nobres,53556.22,501.0,décimo décimo,53556.22,50k-60k,510590
60561,2020,RS,Nova Alvorada,53537.24,502.0,décimo décimo,53537.24,50k-60k,431275
59313,2020,SP,Narandiba,53533.41,503.0,décimo décimo,53533.41,50k-60k,353220
60291,2020,RS,Aceguá,53517.9,504.0,décimo décimo,53517.9,50k-60k,430003
60173,2020,SC,Ouro Verde,53495.48,505.0,décimo décimo,53495.48,50k-60k,421185
59916,2020,PR,Santa Cecília do Pavão,53484.21,506.0,décimo décimo,53484.21,50k-60k,412320
59533,2020,SP,Sorocaba,53427.5,507.0,décimo décimo,53427.5,50k-60k,355220
60069,2020,SC,Correia Pinto,53416.0,508.0,décimo décimo,53416.0,50k-60k,420455
60062,2020,SC,Chapecó,53365.35,509.0,décimo décimo,53365.35,50k-60k,420420
58542,2020,MG,Pouso Alegre,53360.98,510.0,décimo décimo,53360.98,50k-60k,315250
60496,2020,RS,Independência,53338.77,511.0,décimo décimo,53338.77,50k-60k,431040
60668,2020,RS,Santo Antônio do Planalto,53290.84,512.0,décimo décimo,53290.84,50k-60k,431775
58389,2020,MG,Mariana,53290.17,513.0,décimo décimo,53290.17,50k-60k,314000
61112,2020,GO,Hidrolândia,53146.51,514.0,décimo décimo,53146.51,50k-60k,520970
60708,2020,RS,São Vicente do Sul,53112.21,515.0,décimo décimo,53112.21,50k-60k,431980
59379,2020,SP,Pindamonhangaba,53100.44,516.0,décimo décimo,53100.44,50k-60k,353800
60370,2020,RS,Canoas,53031.82,517.0,décimo décimo,53031.82,50k-60k,430460
60976,2020,MT,São José do Rio Claro,53007.98,518.0,décimo décimo,53007.98,50k-60k,510730
60333,2020,RS,Bento Gonçalves,52961.75,519.0,décimo décimo,52961.75,50k-60k,430210
59799,2020,PR,Marechal Cândido Rondon,52945.55,520.0,décimo décimo,52945.55,50k-60k,411460
59969,2020,PR,Telêmaco Borba,52915.04,521.0,décimo décimo,52915.04,50k-60k,412710
60168,2020,SC,Nova Veneza,52808.65,522.0,décimo décimo,52808.65,50k-60k,421160
59281,2020,SP,Matão,52800.22,523.0,décimo décimo,52800.22,50k-60k,352930
59777,2020,PR,Jussara,52739.7,524.0,décimo décimo,52739.7,50k-60k,411300
56442,2020,PI,Guadalupe,52659.38,525.0,décimo décimo,52659.38,50k-60k,220450
60729,2020,RS,Tapejara,52608.6,526.0,décimo décimo,52608.6,50k-60k,432090
60646,2020,RS,Saldanha Marinho,52487.16,527.0,décimo décimo,52487.16,50k-60k,431643
59224,2020,SP,Itu,52456.0,528.0,décimo décimo,52456.0,50k-60k,352390
60492,2020,RS,Ijuí,52413.27,529.0,décimo décimo,52413.27,50k-60k,431020
59420,2020,SP,Quatá,52388.45,530.0,décimo décimo,52388.45,50k-60k,354170
60114,2020,SC,Ipumirim,52357.94,531.0,décimo décimo,52357.94,50k-60k,420770
59581,2020,SP,Valinhos,52314.12,532.0,décimo décimo,52314.12,50k-60k,355620
59528,2020,SP,Sertãozinho,52255.66,533.0,décimo décimo,52255.66,50k-60k,355170
60449,2020,RS,Estrela,52251.13,534.0,décimo décimo,52251.13,50k-60k,430780
59209,2020,SP,Itapevi,52224.97,535.0,décimo décimo,52224.97,50k-60k,352250
59928,2020,PR,Santa Tereza do Oeste,52206.36,536.0,décimo décimo,52206.36,50k-60k,412402
58713,2020,MG,Serra do Salitre,52184.95,537.0,décimo décimo,52184.95,50k-60k,316680
59333,2020,SP,Óleo,52080.97,538.0,décimo décimo,52080.97,50k-60k,353380
60602,2020,RS,Picada Café,52070.39,539.0,décimo décimo,52070.39,50k-60k,431442
60393,2020,RS,Chapada,52060.89,540.0,décimo décimo,52060.89,50k-60k,430530
60064,2020,SC,Concórdia,52058.27,541.0,décimo décimo,52058.27,50k-60k,420430
59972,2020,PR,Terra Roxa,52052.69,542.0,décimo décimo,52052.69,50k-60k,412740
57776,2020,BA,Mucuri,52041.33,543.0,décimo décimo,52041.33,50k-60k,292200
58371,2020,MG,Limeira do Oeste,52024.78,544.0,décimo décimo,52024.78,50k-60k,313862
60526,2020,RS,Lindolfo Collor,52008.94,545.0,décimo décimo,52008.94,50k-60k,431162
59855,2020,PR,Paulo Frontin,51905.29,546.0,décimo décimo,51905.29,50k-60k,411870
59045,2020,SP,Buritizal,51823.27,547.0,décimo décimo,51823.27,50k-60k,350820
58976,2020,SP,Angatuba,51817.83,548.0,décimo décimo,51817.83,50k-60k,350220
58860,2020,RJ,Angra dos Reis,51816.01,549.0,décimo décimo,51816.01,50k-60k,330010
60363,2020,RS,Campo Novo,51782.73,550.0,décimo décimo,51782.73,50k-60k,430400
59835,2020,PR,Nova Santa Rosa,51770.23,551.0,décimo décimo,51770.23,50k-60k,411722
60416,2020,RS,Cruzaltense,51597.93,552.0,décimo décimo,51597.93,50k-60k,430613
