tipo_matriz;cod_ibge;classe_conta;conta_contabil;poder_orgao;financeiro_permanente;ano_fonte_recursos;fonte_recursos;exercicio;mes_referencia;divida_consolidada;data_referencia;entrada_msc;valor;natureza_conta;tipo_valor;complemento_fonte
MSCE;32;1;111115002;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;304;144.88;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;2.0;21210000;2020;12;;2020-12-31T03:00:00Z;306;596129.66;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;2.0;21900000;2020;12;;2020-12-31T03:00:00Z;308;3635334.63;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;2.0;21900000;2020;12;;2020-12-31T03:00:00Z;310;325411.89;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;2.0;21900000;2020;12;;2020-12-31T03:00:00Z;312;4706757.98;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;2.0;29400000;2020;12;;2020-12-31T03:00:00Z;314;1962981.01;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;316;4615190.86;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;1.0;11110000;2020;12;;2020-12-31T03:00:00Z;318;1375.82;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;320;1654878.7;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;1.0;10900000;2020;12;;2020-12-31T03:00:00Z;322;6400.0;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;2.0;29900000;2020;12;;2020-12-31T03:00:00Z;324;868822.78;D;ending_balance;
MSCE;32;1;111115002;10111;1.0;2.0;21110000;2020;12;;2020-12-31T03:00:00Z;326;35868.86;D;ending_balance;
MSCE;32;1;111115002;50511;1.0;1.0;10900000;2020;12;;2020-12-31T03:00:00Z;328;343865.92;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;10010000;2020;12;;2020-12-31T03:00:00Z;330;289811910.23;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;332;8971231.85;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;10010000;2020;12;;2020-12-31T03:00:00Z;334;132256.99;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;336;5837407.98;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;14200000;2020;12;;2020-12-31T03:00:00Z;338;3528.92;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;340;38507650.6;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;342;869905161.86;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11120000;2020;12;;2020-12-31T03:00:00Z;344;7924214.7;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11130000;2020;12;;2020-12-31T03:00:00Z;346;24701180.84;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11130000;2020;12;;2020-12-31T03:00:00Z;348;105621.77;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;350;144096.67;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12900000;2020;12;;2020-12-31T03:00:00Z;352;31818.17;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11200000;2020;12;;2020-12-31T03:00:00Z;354;2278075.38;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11200000;2020;12;;2020-12-31T03:00:00Z;356;761659.69;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;358;1227.61;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;360;136.61;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;362;3681279.92;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;364;5267655.94;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;366;767463.78;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;368;255476.26;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12200000;2020;12;;2020-12-31T03:00:00Z;370;152547.38;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;372;1871048.34;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;374;874414.67;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;376;305925.9;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;13120000;2020;12;;2020-12-31T03:00:00Z;378;1469299.64;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;13120000;2020;12;;2020-12-31T03:00:00Z;380;230584.91;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;382;241.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;384;57.09;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;386;200517.54;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12140000;2020;12;;2020-12-31T03:00:00Z;388;202.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12140000;2020;12;;2020-12-31T03:00:00Z;390;4694.7;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12140000;2020;12;;2020-12-31T03:00:00Z;392;4049592.79;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;394;0.28;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;396;3137197.59;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;398;81777.88;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;400;12411681.81;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;402;342065.75;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;404;1297.77;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;406;784363.37;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;408;49898.81;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;410;1481263.73;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;412;226450.11;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;414;1638155.07;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;416;17180960.1;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;418;1344000.42;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;420;8288060.78;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;422;25390.93;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;424;4766575.29;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;426;8552374.32;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;428;11066285.21;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;430;545339.44;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11220000;2020;12;;2020-12-31T03:00:00Z;432;15667860.2;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11220000;2020;12;;2020-12-31T03:00:00Z;434;495281.12;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11230000;2020;12;;2020-12-31T03:00:00Z;436;19.12;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11900000;2020;12;;2020-12-31T03:00:00Z;438;10584651.89;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11900000;2020;12;;2020-12-31T03:00:00Z;440;424417.89;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;16100000;2020;12;;2020-12-31T03:00:00Z;442;3378079.99;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12140000;2020;12;;2020-12-31T03:00:00Z;444;151810900.68;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12142100;2020;12;;2020-12-31T03:00:00Z;446;53099782.26;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12150000;2020;12;;2020-12-31T03:00:00Z;448;1698260.72;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;12152100;2020;12;;2020-12-31T03:00:00Z;450;12067641.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;13110000;2020;12;;2020-12-31T03:00:00Z;452;3891793.18;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;454;48794994.82;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;456;841994.05;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;458;566387.53;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;460;40154738.92;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;462;11211181.14;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;464;7093332.02;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;466;6497254.48;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;11900000;2020;12;;2020-12-31T03:00:00Z;468;364872.11;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;10900000;2020;12;;2020-12-31T03:00:00Z;470;430071.12;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;472;34358.6;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;474;3114361.36;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15100000;2020;12;;2020-12-31T03:00:00Z;476;224.02;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;478;1036527.18;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;480;1156291.03;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;482;2291194.78;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;484;282304.79;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;20010000;2020;12;;2020-12-31T03:00:00Z;486;190407.09;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29900000;2020;12;;2020-12-31T03:00:00Z;488;5352.13;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;23900000;2020;12;;2020-12-31T03:00:00Z;490;20649.3;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;21200000;2020;12;;2020-12-31T03:00:00Z;492;11410517.25;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;25100000;2020;12;;2020-12-31T03:00:00Z;494;13714320.94;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;25100000;2020;12;;2020-12-31T03:00:00Z;496;874.19;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;23900000;2020;12;;2020-12-31T03:00:00Z;498;56.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;500;6187286.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;502;3042311.67;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;504;10254613.76;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;506;3815560.88;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;508;12277446.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;510;1981898.07;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29200000;2020;12;;2020-12-31T03:00:00Z;512;15706696.59;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29200000;2020;12;;2020-12-31T03:00:00Z;514;40.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29200000;2020;12;;2020-12-31T03:00:00Z;516;5972109.83;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29200000;2020;12;;2020-12-31T03:00:00Z;518;1211017.24;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;21220000;2020;12;;2020-12-31T03:00:00Z;520;11361772.13;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;21230000;2020;12;;2020-12-31T03:00:00Z;522;3874.22;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;21900000;2020;12;;2020-12-31T03:00:00Z;524;16245176.29;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22140000;2020;12;;2020-12-31T03:00:00Z;526;31176331.04;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;22150000;2020;12;;2020-12-31T03:00:00Z;528;18988250.88;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;23110000;2020;12;;2020-12-31T03:00:00Z;530;292938.29;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29300000;2020;12;;2020-12-31T03:00:00Z;532;197056.66;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29400000;2020;12;;2020-12-31T03:00:00Z;534;984568.08;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;21900000;2020;12;;2020-12-31T03:00:00Z;536;15225959.86;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;20900000;2020;12;;2020-12-31T03:00:00Z;538;5771207.38;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29400000;2020;12;;2020-12-31T03:00:00Z;540;1007095.34;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29400000;2020;12;;2020-12-31T03:00:00Z;542;36557.49;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29400000;2020;12;;2020-12-31T03:00:00Z;544;126312.86;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;546;75242.7;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;548;46000.0;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;550;24701.99;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;552;2748206.17;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;554;2594600.64;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;1.0;10900000;2020;12;;2020-12-31T03:00:00Z;556;255928.09;D;ending_balance;
MSCE;32;1;111115003;10111;1.0;2.0;29900000;2020;12;;2020-12-31T03:00:00Z;558;1433902.06;D;ending_balance;
MSCE;32;1;111115003;30390;1.0;1.0;19790000;2020;12;;2020-12-31T03:00:00Z;560;807.44;D;ending_balance;
MSCE;32;1;111115003;30390;1.0;1.0;10010000;2020;12;;2020-12-31T03:00:00Z;562;76483872.1;D;ending_balance;
MSCE;32;1;111115003;30390;1.0;1.0;10900000;2020;12;;2020-12-31T03:00:00Z;564;53584603.41;D;ending_balance;
MSCE;32;1;111115003;30390;1.0;1.0;19300000;2020;12;;2020-12-31T03:00:00Z;566;370924.49;D;ending_balance;
MSCE;32;1;111115003;30390;1.0;2.0;20900000;2020;12;;2020-12-31T03:00:00Z;568;25039785.54;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;10010000;2020;12;;2020-12-31T03:00:00Z;570;1404968329.95;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;10010000;2020;12;;2020-12-31T03:00:00Z;572;2475205.33;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;574;2770744.84;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;10010000;2020;12;;2020-12-31T03:00:00Z;576;82236.41;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;578;1167789.95;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;580;1949508.61;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;2.0;20010000;2020;12;;2020-12-31T03:00:00Z;582;3433467.03;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;14200000;2020;12;;2020-12-31T03:00:00Z;584;1071035.76;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11110000;2020;12;;2020-12-31T03:00:00Z;586;7326323.11;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11110000;2020;12;;2020-12-31T03:00:00Z;588;182920.9;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12110000;2020;12;;2020-12-31T03:00:00Z;590;174473200.67;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12110000;2020;12;;2020-12-31T03:00:00Z;592;5468715.16;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;594;302330749.26;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;596;598328.29;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;598;3293656.19;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;600;3096116.34;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;602;370087594.98;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;15300000;2020;12;;2020-12-31T03:00:00Z;604;203039856.81;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;606;9227955.57;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;608;5476250.5;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11120000;2020;12;;2020-12-31T03:00:00Z;610;11756.04;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11130000;2020;12;;2020-12-31T03:00:00Z;612;10732436.07;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11130000;2020;12;;2020-12-31T03:00:00Z;614;732307.42;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11130000;2020;12;;2020-12-31T03:00:00Z;616;7331.51;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19300000;2020;12;;2020-12-31T03:00:00Z;618;5284653.77;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;620;47161926.69;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12900000;2020;12;;2020-12-31T03:00:00Z;622;26753698.96;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11200000;2020;12;;2020-12-31T03:00:00Z;624;116179.35;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11200000;2020;12;;2020-12-31T03:00:00Z;626;30153303.02;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;11200000;2020;12;;2020-12-31T03:00:00Z;628;1285999.34;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12200000;2020;12;;2020-12-31T03:00:00Z;630;11479.44;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12140000;2020;12;;2020-12-31T03:00:00Z;632;326029.38;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12140000;2020;12;;2020-12-31T03:00:00Z;634;8572.15;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;636;999.82;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12900000;2020;12;;2020-12-31T03:00:00Z;638;1000.0;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;640;216972.65;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;642;3463.29;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12900000;2020;12;;2020-12-31T03:00:00Z;644;153699.47;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;646;4622.76;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;648;60765.27;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;650;1109650.02;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12300000;2020;12;;2020-12-31T03:00:00Z;652;167521.13;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;654;5687311.75;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;656;7978817.9;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;658;1426.38;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;660;37783.54;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;662;1254611.18;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;664;12849749.72;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12300000;2020;12;;2020-12-31T03:00:00Z;666;1693070.45;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;668;126631.92;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;670;3847099.34;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;672;57335129.5;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;674;462111.3;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;676;8148320.58;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;678;3714255.08;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;680;397286.3;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;682;717033.62;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;684;3452737.4;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;686;6986006.56;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19200000;2020;12;;2020-12-31T03:00:00Z;688;263376.44;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12140000;2020;12;;2020-12-31T03:00:00Z;690;783584.49;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;12142100;2020;12;;2020-12-31T03:00:00Z;692;9865.06;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;694;72168833.39;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19900000;2020;12;;2020-12-31T03:00:00Z;696;14940396.63;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;698;4117157.18;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;700;248194.38;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;702;6406995.86;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;704;4027613.99;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;706;327036.89;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;708;36952114.07;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;710;9646555.21;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;712;1582684.89;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;714;182677.4;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;716;23956340.49;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;718;4367.7;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;720;17833.03;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;13900000;2020;12;;2020-12-31T03:00:00Z;722;12103830.98;D;ending_balance;
MSCE;32;1;111115004;10111;1.0;1.0;19400000;2020;12;;2020-12-31T03:00:00Z;724;1873139.0;D;ending_balance;
